w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_top_left_T
28.4,3.4,9.4,9.2,26.0,12.4,0.0,0.51,14.0,15.0,0.175,0.08,2.0,7.0,0.14,0.05,0.1,0.25,2.8,1.9,4.9,3.2,8.0,24.0,4.1,1.1,1.0,3.5,0.84,3.1,0.0383570312629941
40.4,10.6,2.2,23.6,8.0,53.2,0.0,0.51,14.0,35.0,0.14,0.05,2.0,31.0,0.175,0.07,0.1,0.07,0.8,1.7,2.7,2.6,0.0,28.0,4.1,0.6,1.3,1.7,0.57,2.5,0.114409371685742
16.4,4.6,3.4,21.2,5.6,10.0,0.0,0.5,14.0,29.0,0.105,0.04,2.0,16.0,0.105,0.09,0.1,0.03,0.6,2.8,2.5,2.4,26.0,10.0,0.5,0.6,5.0,4.5,0.57,1.6,0.188123543828625
42.8,11.8,7.0,17.6,17.6,26.8,0.0,0.51,14.0,26.0,0.14,0.06,2.0,26.0,0.175,0.06,0.1,0.39,0.9,3.4,4.0,1.9,9.0,5.0,4.3,2.3,0.1,0.3,0.31,1.6,0.0362456096104026
30.8,13.0,9.4,4.4,11.6,31.6,0.0,0.51,14.0,32.0,0.175,0.04,2.0,34.0,0.14,0.08,0.1,0.13,1.1,1.4,4.5,3.2,2.0,16.0,2.2,1.3,4.0,0.9,0.62,1.6,0.0375280284806782
18.8,5.8,10.6,4.4,8.0,19.6,0.0,0.5,14.0,19.0,0.105,0.06,2.0,20.0,0.14,0.06,0.1,0.45,1.0,2.3,4.0,4.9,30.0,21.0,0.3,2.7,4.9,3.6,0.68,2.9,0.0540141723629696
18.8,10.6,4.6,12.8,14.0,10.0,0.0,0.5,14.0,16.0,0.105,0.1,2.0,18.0,0.07,0.02,0.1,0.0,1.6,1.6,4.5,2.7,11.0,26.0,1.3,3.0,3.0,4.8,0.1,1.0,0.123878310466008
16.4,2.2,3.4,12.8,24.8,16.0,0.0,0.5,14.0,20.0,0.07,0.05,2.0,13.0,0.105,0.06,0.1,0.02,2.5,1.2,4.2,4.1,3.0,16.0,4.2,0.1,1.8,1.5,1.06,4.0,0.188210834828619
12.8,1.0,10.6,2.0,10.4,12.4,0.0,0.5,14.0,14.0,0.035,0.02,2.0,26.0,0.175,0.06,0.1,0.48,0.9,1.1,4.4,4.2,4.0,15.0,4.5,1.4,2.0,0.5,0.69,1.4,0.0790259493928278
15.2,5.8,4.6,18.8,3.2,40.0,0.0,0.5,14.0,20.0,0.07,0.02,2.0,17.0,0.14,0.03,0.1,0.4,0.2,2.3,1.7,4.5,3.0,26.0,4.0,3.3,2.8,1.8,0.16,1.0,0.155145021333416
48.8,8.2,2.2,6.8,24.8,16.0,0.0,0.5,14.0,27.0,0.175,0.02,2.0,11.0,0.175,0.07,0.1,0.39,2.5,3.3,4.6,4.7,25.0,30.0,1.8,4.1,2.4,3.9,0.75,4.2,0.0981360358524772
35.6,8.2,9.4,8.0,14.0,23.2,0.0,0.51,14.0,8.0,0.105,0.06,2.0,19.0,0.14,0.07,0.1,0.13,1.6,0.7,4.0,1.2,0.0,14.0,1.1,1.4,4.5,0.6,0.27,1.0,0.0317579626323018
52.4,2.2,5.8,5.6,11.6,43.6,0.0,0.51,14.0,26.0,0.14,0.03,2.0,10.0,0.14,0.09,0.1,0.11,1.4,3.4,4.9,3.4,2.0,8.0,1.3,3.5,0.7,1.5,0.19,1.5,0.0334681243545796
39.2,5.8,11.8,10.4,14.0,46.0,0.0,0.5,14.0,14.0,0.035,0.03,2.0,34.0,0.105,0.08,0.1,0.41,1.5,1.5,2.5,3.8,19.0,5.0,2.2,0.2,1.5,1.0,0.13,1.8,0.0226152920340156
51.2,13.0,11.8,6.8,5.6,35.2,0.0,0.51,14.0,23.0,0.035,0.01,2.0,31.0,0.14,0.09,0.1,0.29,0.4,2.2,3.0,4.1,30.0,0.0,0.8,3.7,3.3,0.7,0.14,1.9,0.0181237248198454
21.2,4.6,7.0,6.8,12.8,48.4,0.0,0.5,14.0,20.0,0.14,0.07,2.0,22.0,0.14,0.05,0.1,0.42,0.8,0.6,2.3,4.1,29.0,21.0,3.3,1.1,1.3,0.1,0.41,1.9,0.0691916447747302
48.8,10.6,11.8,20.0,10.4,52.0,0.0,0.51,14.0,34.0,0.175,0.07,2.0,19.0,0.105,0.02,0.1,0.47,1.0,2.3,2.6,2.4,30.0,14.0,2.1,4.6,0.9,5.0,0.44,2.3,0.0173891267346494
21.2,5.8,3.4,23.6,14.0,4.0,0.0,0.51,14.0,35.0,0.07,0.02,2.0,16.0,0.14,0.06,0.1,0.05,1.4,1.5,2.9,4.4,0.0,14.0,3.2,4.6,3.9,2.4,0.4,2.8,0.147507303312424
30.8,9.4,11.8,9.2,20.0,29.2,0.0,0.5,14.0,27.0,0.07,0.04,2.0,27.0,0.175,0.08,0.1,0.36,2.6,3.5,4.6,4.4,2.0,29.0,3.4,3.2,0.8,0.9,0.28,2.6,0.028672815676708
20.0,3.4,11.8,8.0,6.8,40.0,0.0,0.5,14.0,13.0,0.175,0.06,2.0,34.0,0.035,0.01,0.1,0.12,0.5,1.1,3.8,3.2,16.0,16.0,3.0,1.2,2.1,4.7,0.41,1.4,0.0470194508014789
16.4,1.0,4.6,2.0,9.2,53.2,0.0,0.51,14.0,21.0,0.105,0.02,2.0,25.0,0.07,0.06,0.1,0.1,0.9,2.0,4.5,4.4,6.0,11.0,3.5,1.4,3.4,0.6,0.22,2.3,0.131273450221254
21.2,2.2,7.0,10.4,26.0,48.4,0.0,0.5,14.0,20.0,0.175,0.05,2.0,25.0,0.14,0.09,0.1,0.28,2.3,1.3,5.0,4.6,17.0,25.0,2.4,4.2,1.0,1.1,0.56,4.0,0.0746772256541589
41.6,8.2,13.0,9.2,24.8,41.2,0.0,0.5,14.0,10.0,0.14,0.01,2.0,15.0,0.14,0.04,0.1,0.09,3.0,0.8,4.8,4.1,10.0,29.0,3.4,0.3,4.9,1.2,0.36,2.9,0.0197357833687504
11.6,2.2,13.0,3.2,14.0,48.4,0.0,0.51,14.0,31.0,0.14,0.1,2.0,19.0,0.14,0.1,0.1,0.35,0.6,2.1,3.3,3.7,17.0,11.0,0.2,4.1,2.9,1.5,0.52,2.3,0.0701275036572183
29.6,1.0,9.4,11.6,6.8,19.6,0.0,0.5,14.0,28.0,0.175,0.02,2.0,28.0,0.035,0.03,0.1,0.32,0.8,0.8,3.3,4.7,22.0,5.0,1.4,1.9,0.7,3.1,0.23,2.1,0.036316234661816
32.0,2.2,9.4,15.2,8.0,19.6,0.0,0.51,14.0,35.0,0.175,0.1,2.0,15.0,0.175,0.09,0.1,0.3,0.6,3.1,4.7,2.8,29.0,21.0,2.6,2.6,3.9,4.6,0.52,2.0,0.0330225508597615
16.4,3.4,11.8,15.2,8.0,31.6,0.0,0.5,14.0,31.0,0.175,0.06,2.0,33.0,0.14,0.02,0.1,0.31,0.5,2.0,4.3,4.2,11.0,19.0,3.6,1.8,4.9,0.9,0.13,2.4,0.0551653348134449
50.0,7.0,8.2,22.4,15.2,34.0,0.0,0.5,14.0,32.0,0.07,0.02,2.0,29.0,0.14,0.05,0.1,0.38,0.8,2.5,4.3,3.8,4.0,26.0,0.8,5.0,4.0,3.4,0.66,1.3,0.0255682147820129
18.8,4.6,10.6,21.2,22.4,48.4,0.0,0.51,14.0,28.0,0.14,0.03,2.0,27.0,0.175,0.02,0.1,0.15,2.5,2.6,4.7,4.8,9.0,8.0,0.9,3.3,2.6,2.7,0.16,3.0,0.0501592822874415
22.4,13.0,4.6,11.6,12.8,41.2,0.0,0.51,14.0,10.0,0.105,0.1,2.0,12.0,0.175,0.1,0.1,0.27,0.9,1.0,4.6,4.5,12.0,24.0,1.7,2.9,3.5,2.3,0.46,1.5,0.107393239935293
42.8,5.8,3.4,11.6,20.0,14.8,0.0,0.5,14.0,30.0,0.14,0.09,2.0,31.0,0.07,0.03,0.1,0.41,1.0,2.1,4.1,2.9,0.0,29.0,3.5,3.6,3.4,2.9,0.21,2.8,0.0691340518491118
20.0,2.2,9.4,18.8,22.4,12.4,0.0,0.51,14.0,6.0,0.14,0.03,2.0,26.0,0.105,0.01,0.1,0.29,1.3,0.4,4.6,4.5,6.0,11.0,2.0,3.5,2.5,1.1,0.12,3.5,0.047413804745816
32.0,8.2,11.8,21.2,15.2,29.2,0.0,0.5,14.0,34.0,0.175,0.05,2.0,22.0,0.035,0.03,0.1,0.24,1.4,3.2,3.4,1.9,5.0,21.0,3.8,1.3,1.3,1.8,0.68,1.3,0.0278961693792231
27.2,4.6,5.8,8.0,22.4,17.2,0.0,0.51,14.0,22.0,0.105,0.08,2.0,23.0,0.07,0.03,0.1,0.11,2.4,1.3,4.7,4.4,18.0,2.0,1.4,1.0,1.2,3.1,0.57,2.8,0.06796270010109
21.2,5.8,8.2,17.6,15.2,43.6,0.0,0.5,14.0,26.0,0.175,0.02,2.0,23.0,0.175,0.02,0.1,0.07,1.6,1.2,4.1,4.1,12.0,12.0,1.2,1.3,0.7,3.3,1.06,3.1,0.0595758792377355
21.2,7.0,8.2,12.8,26.0,12.4,0.0,0.51,14.0,9.0,0.175,0.1,2.0,19.0,0.14,0.01,0.1,0.36,1.3,0.4,4.2,3.9,26.0,23.0,1.8,3.7,4.2,3.5,0.25,3.6,0.0620091213754063
46.4,13.0,7.0,5.6,14.0,29.2,0.0,0.5,14.0,17.0,0.07,0.03,2.0,25.0,0.07,0.04,0.1,0.3,1.7,2.0,4.1,3.7,27.0,10.0,0.4,1.3,4.4,2.2,1.67,1.2,0.0322907343781546
45.2,7.0,11.8,10.4,22.4,52.0,0.0,0.5,14.0,32.0,0.105,0.04,2.0,24.0,0.14,0.1,0.1,0.28,1.3,2.1,4.9,3.2,1.0,0.0,0.4,2.5,1.1,1.2,1.07,2.6,0.0188494198013402
48.8,4.6,2.2,22.4,21.2,14.8,0.0,0.51,14.0,33.0,0.035,0.01,2.0,13.0,0.07,0.07,0.1,0.11,1.5,1.1,4.5,4.0,7.0,21.0,4.2,1.8,4.8,0.3,0.15,3.3,0.0959227262737098
46.4,8.2,7.0,3.2,3.2,42.4,0.0,0.51,14.0,24.0,0.175,0.1,2.0,29.0,0.07,0.05,0.1,0.49,0.3,0.5,1.3,1.3,13.0,16.0,3.5,1.5,2.8,1.7,0.12,1.0,0.0350264644683286
9.2,7.0,10.6,20.0,22.4,16.0,0.0,0.51,14.0,33.0,0.105,0.05,2.0,32.0,0.035,0.02,0.1,0.0,2.4,3.0,5.0,3.3,29.0,29.0,4.4,0.3,0.4,2.0,0.11,2.4,0.111669667322266
34.4,7.0,10.6,4.4,11.6,41.2,0.0,0.5,14.0,28.0,0.175,0.02,2.0,29.0,0.175,0.04,0.1,0.21,1.4,3.0,3.0,3.5,15.0,27.0,2.0,3.8,2.7,3.3,1.04,2.0,0.0289188612384048
26.0,5.8,11.8,14.0,14.0,10.0,0.0,0.5,14.0,31.0,0.07,0.03,2.0,28.0,0.105,0.03,0.1,0.22,0.8,3.4,4.0,4.0,6.0,21.0,3.3,4.8,4.2,5.0,0.23,2.3,0.0352718073203582
17.6,7.0,13.0,10.4,20.0,18.4,0.0,0.51,14.0,10.0,0.105,0.09,2.0,25.0,0.175,0.01,0.1,0.07,2.7,1.2,4.9,2.6,25.0,24.0,3.2,2.3,0.4,4.2,0.33,1.3,0.0485871532962713
21.2,11.8,2.2,14.0,12.8,46.0,0.0,0.5,14.0,23.0,0.035,0.01,2.0,32.0,0.07,0.01,0.1,0.07,1.0,1.8,3.6,4.0,22.0,26.0,4.3,0.2,3.0,4.0,0.83,1.2,0.219519552402869
40.4,5.8,7.0,10.4,5.6,24.4,0.0,0.5,14.0,8.0,0.175,0.08,2.0,34.0,0.07,0.05,0.1,0.01,0.7,0.7,3.6,2.4,16.0,4.0,0.5,2.3,4.0,4.6,0.29,1.5,0.0389980117689809
34.4,9.4,5.8,15.2,20.0,50.8,0.0,0.51,14.0,31.0,0.14,0.03,2.0,25.0,0.14,0.08,0.1,0.29,2.3,2.1,4.5,3.8,3.0,5.0,0.6,2.3,1.2,4.8,0.46,2.1,0.0512641402230179
45.2,4.6,7.0,5.6,18.8,24.4,0.0,0.5,14.0,23.0,0.105,0.06,2.0,21.0,0.14,0.1,0.1,0.27,0.8,2.0,3.4,4.9,0.0,15.0,1.9,4.3,4.4,1.4,0.49,2.9,0.0342868480163591
12.8,7.0,7.0,20.0,6.8,8.8,0.0,0.51,14.0,21.0,0.07,0.05,2.0,31.0,0.14,0.03,0.1,0.4,0.4,1.2,3.0,4.8,18.0,5.0,4.2,0.6,2.5,3.0,0.2,1.5,0.114630321805719
8.0,1.0,5.8,4.4,5.6,18.4,0.0,0.5,14.0,16.0,0.14,0.08,2.0,29.0,0.105,0.06,0.1,0.19,0.5,2.0,2.6,2.7,22.0,14.0,1.1,0.9,2.6,3.1,0.28,2.5,0.221391153545422
29.6,13.0,3.4,22.4,24.8,47.2,0.0,0.5,14.0,34.0,0.175,0.05,2.0,23.0,0.105,0.08,0.1,0.38,2.9,1.7,3.9,4.3,4.0,19.0,2.3,0.2,1.6,2.0,0.11,3.6,0.104837331646631
39.2,9.4,2.2,2.0,3.2,28.0,0.0,0.51,14.0,27.0,0.035,0.01,2.0,27.0,0.175,0.06,0.1,0.43,0.3,1.4,1.2,3.2,5.0,16.0,0.4,4.6,0.9,4.2,0.24,1.1,0.128982639774144
50.0,3.4,10.6,11.6,4.4,6.4,0.0,0.51,14.0,34.0,0.14,0.09,2.0,19.0,0.14,0.06,0.1,0.36,0.3,4.2,2.1,3.1,5.0,16.0,0.8,3.6,3.5,0.2,0.23,1.5,0.0204350037032331
23.6,10.6,9.4,16.4,22.4,5.2,0.0,0.51,14.0,9.0,0.07,0.03,2.0,8.0,0.07,0.05,0.1,0.38,1.5,0.6,5.0,4.7,19.0,19.0,1.3,1.0,1.9,4.4,0.27,2.8,0.0465903749463206
42.8,10.6,9.4,15.2,15.2,22.0,0.0,0.51,14.0,33.0,0.175,0.06,2.0,17.0,0.07,0.01,0.1,0.5,1.0,1.8,3.9,3.7,24.0,27.0,3.2,4.9,3.2,3.3,0.91,2.7,0.0255223431234999
32.0,11.8,2.2,15.2,16.4,17.2,0.0,0.51,14.0,33.0,0.14,0.1,2.0,28.0,0.14,0.09,0.1,0.34,2.2,1.9,3.5,4.7,4.0,4.0,2.2,1.8,3.4,1.6,0.17,1.9,0.149720562522955
24.8,8.2,10.6,11.6,3.2,43.6,0.0,0.51,14.0,33.0,0.07,0.03,2.0,4.0,0.175,0.05,0.1,0.47,0.3,2.7,1.7,1.4,16.0,7.0,3.1,0.6,3.9,4.6,0.17,1.0,0.0431346493887547
52.4,13.0,3.4,22.4,8.0,10.0,0.0,0.51,14.0,27.0,0.105,0.04,2.0,35.0,0.105,0.06,0.1,0.33,0.7,1.6,3.1,2.4,28.0,10.0,1.5,4.1,4.6,3.6,0.65,1.8,0.0570431402359227
28.4,10.6,7.0,18.8,21.2,4.0,0.0,0.51,14.0,34.0,0.175,0.02,2.0,23.0,0.175,0.09,0.1,0.33,1.6,1.4,3.9,3.1,8.0,4.0,0.1,3.1,2.3,4.3,1.35,2.5,0.0527965001049931
15.2,13.0,13.0,15.2,15.2,11.2,0.0,0.51,14.0,34.0,0.035,0.03,2.0,34.0,0.175,0.05,0.1,0.12,1.5,3.3,4.4,3.8,18.0,22.0,0.8,2.3,0.7,2.7,1.12,1.9,0.0522268594412945
45.2,13.0,11.8,6.8,3.2,35.2,0.0,0.51,14.0,26.0,0.14,0.05,2.0,30.0,0.14,0.04,0.1,0.5,0.4,0.7,1.5,5.0,15.0,1.0,3.5,3.9,1.9,1.7,0.27,1.3,0.0220163059171585
33.2,11.8,7.0,5.6,23.6,44.8,0.0,0.51,14.0,19.0,0.105,0.07,2.0,11.0,0.07,0.06,0.1,0.25,1.6,1.8,4.4,3.0,7.0,8.0,3.3,3.7,1.4,2.4,0.38,2.8,0.0445618253139542
23.6,2.2,11.8,5.6,26.0,43.6,0.0,0.51,14.0,24.0,0.14,0.06,2.0,26.0,0.105,0.04,0.1,0.5,3.1,1.6,4.9,4.3,28.0,30.0,3.3,3.5,1.4,2.9,0.97,3.8,0.0378345534370905
32.0,11.8,7.0,23.6,11.6,48.4,0.0,0.51,14.0,32.0,0.07,0.02,2.0,6.0,0.14,0.08,0.1,0.16,0.9,2.8,2.0,2.1,22.0,13.0,1.2,4.8,4.0,3.0,0.83,1.8,0.0441016023869487
35.6,11.8,7.0,9.2,12.8,7.6,0.0,0.5,14.0,18.0,0.07,0.02,2.0,29.0,0.175,0.06,0.1,0.2,0.9,2.1,4.8,3.8,30.0,14.0,4.6,4.7,0.9,2.9,0.25,1.1,0.042935976045908
12.8,11.8,8.2,18.8,20.0,23.2,0.0,0.5,14.0,31.0,0.105,0.08,2.0,30.0,0.175,0.02,0.1,0.24,1.6,1.0,3.9,5.0,27.0,27.0,2.9,3.8,4.4,3.3,0.1,3.6,0.0973171596372535
16.4,10.6,10.6,18.8,15.2,19.6,0.0,0.5,14.0,34.0,0.14,0.01,2.0,17.0,0.14,0.03,0.1,0.06,1.4,4.2,4.4,4.9,0.0,28.0,3.8,2.6,3.2,3.8,1.1,2.2,0.0602889183070983
27.2,10.6,8.2,4.4,11.6,11.2,0.0,0.5,14.0,35.0,0.14,0.07,2.0,10.0,0.14,0.01,0.1,0.49,0.9,4.3,4.2,2.1,9.0,24.0,3.8,4.1,3.3,0.2,0.7,2.0,0.047725739638892
12.8,8.2,10.6,12.8,6.8,22.0,0.0,0.51,14.0,24.0,0.105,0.06,2.0,30.0,0.175,0.08,0.1,0.45,0.6,2.7,3.9,4.1,14.0,15.0,1.4,3.5,1.3,4.6,0.34,1.1,0.0762561535875442
50.0,4.6,13.0,26.0,9.2,22.0,0.0,0.51,14.0,16.0,0.175,0.04,2.0,34.0,0.14,0.09,0.1,0.43,0.7,1.6,2.1,2.7,20.0,24.0,2.7,3.7,3.2,1.5,0.21,1.0,0.0161446974790398
21.2,4.6,11.8,8.0,10.4,43.6,0.0,0.5,14.0,25.0,0.175,0.05,2.0,26.0,0.14,0.07,0.1,0.38,1.0,2.0,3.6,2.7,17.0,1.0,2.3,1.6,3.3,3.1,0.97,1.6,0.0471611022976945
34.4,11.8,5.8,18.8,22.4,53.2,0.0,0.5,14.0,20.0,0.105,0.09,2.0,33.0,0.14,0.02,0.1,0.08,2.7,2.7,4.8,4.4,14.0,17.0,2.7,4.4,2.4,2.2,0.31,2.7,0.0525135110127304
44.0,10.6,5.8,6.8,14.0,53.2,0.0,0.51,14.0,23.0,0.105,0.06,2.0,19.0,0.105,0.06,0.1,0.09,1.0,2.5,3.2,4.7,8.0,2.0,4.7,0.6,4.4,4.4,0.15,2.6,0.0395989898218541
8.0,10.6,13.0,21.2,14.0,17.2,0.0,0.5,14.0,33.0,0.105,0.07,2.0,19.0,0.14,0.05,0.1,0.31,0.8,1.7,2.5,2.8,14.0,28.0,2.4,3.7,0.8,2.4,0.65,2.1,0.100173121342111
14.0,4.6,8.2,23.6,24.8,11.2,0.0,0.5,14.0,14.0,0.035,0.02,2.0,30.0,0.105,0.01,0.1,0.09,1.9,1.6,4.0,4.3,30.0,13.0,3.1,3.7,4.3,3.0,0.87,3.5,0.0906738870087809
33.2,13.0,5.8,23.6,20.0,43.6,0.0,0.5,14.0,34.0,0.175,0.08,2.0,20.0,0.175,0.06,0.1,0.36,1.2,4.4,5.0,4.5,11.0,22.0,1.7,0.5,2.5,2.7,0.76,2.2,0.0539558429734927
29.6,11.8,7.0,14.0,21.2,47.2,0.0,0.5,14.0,19.0,0.175,0.08,2.0,20.0,0.07,0.05,0.1,0.06,1.8,2.2,4.4,4.9,3.0,2.0,1.9,5.0,4.7,0.5,1.35,3.5,0.051259120311547
52.4,8.2,9.4,20.0,16.4,20.8,0.0,0.51,14.0,20.0,0.175,0.07,2.0,21.0,0.07,0.02,0.1,0.07,0.7,1.5,4.4,2.3,30.0,0.0,3.8,1.9,4.1,2.3,0.55,1.0,0.0205123531551082
46.4,10.6,4.6,24.8,11.6,43.6,0.0,0.5,14.0,23.0,0.14,0.06,2.0,33.0,0.14,0.06,0.1,0.26,1.0,2.7,3.4,4.3,2.0,16.0,3.9,2.6,4.4,3.6,0.17,1.9,0.0467810904654775
52.4,2.2,11.8,20.0,23.6,17.2,0.0,0.5,14.0,35.0,0.105,0.07,2.0,22.0,0.14,0.09,0.1,0.43,2.5,3.3,4.3,4.5,7.0,22.0,0.2,0.2,4.4,1.3,0.73,3.2,0.016785673124197
28.4,4.6,5.8,26.0,16.4,6.4,0.0,0.5,14.0,29.0,0.035,0.03,2.0,13.0,0.175,0.01,0.1,0.11,1.7,3.8,4.6,2.7,23.0,0.0,4.9,0.4,3.4,2.8,1.26,1.3,9.09837013815689e-05
38.0,10.6,11.8,3.2,3.2,46.0,0.0,0.51,14.0,33.0,0.105,0.02,2.0,9.0,0.14,0.01,0.1,0.23,0.2,2.7,2.0,3.0,6.0,11.0,2.9,1.4,0.9,2.1,0.16,1.0,0.0260312241290854
17.6,11.8,13.0,8.0,5.6,8.8,0.0,0.51,14.0,18.0,0.14,0.02,2.0,31.0,0.07,0.01,0.1,0.03,0.6,1.6,2.7,2.3,24.0,15.0,2.6,1.8,4.7,2.4,0.49,1.9,0.0463944906414515
40.4,4.6,8.2,15.2,10.4,7.6,0.0,0.51,14.0,33.0,0.175,0.03,2.0,27.0,0.07,0.04,0.1,0.06,1.2,2.7,4.3,4.6,24.0,20.0,0.5,2.5,3.3,4.9,0.25,1.9,0.0323134289334493
27.2,7.0,2.2,16.4,11.6,32.8,0.0,0.5,14.0,21.0,0.105,0.08,2.0,25.0,0.035,0.03,0.1,0.37,0.6,0.7,4.1,3.7,0.0,26.0,2.1,2.5,0.2,0.5,0.33,2.2,0.168793514043778
14.0,3.4,13.0,22.4,6.8,12.4,0.0,0.51,14.0,23.0,0.105,0.1,2.0,15.0,0.14,0.1,0.1,0.07,0.4,2.2,2.7,4.5,19.0,15.0,3.1,0.2,2.9,1.5,0.35,2.1,0.0570445172679931
28.4,5.8,5.8,8.0,21.2,50.8,0.0,0.5,14.0,24.0,0.105,0.01,2.0,28.0,0.175,0.02,0.1,0.26,0.9,2.7,4.5,3.4,26.0,21.0,0.5,1.0,1.2,3.3,0.24,2.0,0.0637365779102712
33.2,4.6,8.2,3.2,16.4,44.8,0.0,0.51,14.0,25.0,0.14,0.03,2.0,16.0,0.175,0.08,0.1,0.43,1.2,2.6,4.8,4.2,9.0,9.0,2.3,4.5,5.0,3.5,0.9,3.4,0.0377859615953042
15.2,7.0,8.2,8.0,16.4,48.4,0.0,0.5,14.0,27.0,0.105,0.06,2.0,22.0,0.07,0.07,0.1,0.44,1.5,3.5,3.7,2.8,13.0,14.0,1.6,1.0,3.1,2.6,0.47,2.4,0.0833875907516486
28.4,4.6,10.6,22.4,15.2,14.8,0.0,0.51,14.0,24.0,0.14,0.08,2.0,15.0,0.175,0.07,0.1,0.1,1.7,2.4,4.3,3.5,1.0,30.0,2.2,2.7,1.8,1.9,0.28,1.1,0.036566335435148
36.8,9.4,4.6,16.4,21.2,24.4,0.0,0.5,14.0,28.0,0.175,0.01,2.0,32.0,0.175,0.02,0.1,0.29,1.5,2.5,4.5,4.8,20.0,13.0,0.7,1.2,1.2,2.9,0.15,2.0,0.0617640079241312
38.0,9.4,13.0,26.0,14.0,32.8,0.0,0.5,14.0,29.0,0.14,0.05,2.0,31.0,0.175,0.01,0.1,0.11,1.5,0.6,4.2,2.9,18.0,28.0,3.9,1.6,1.4,3.5,0.16,1.8,0.020597575555576
50.0,4.6,2.2,18.8,21.2,49.6,0.0,0.51,14.0,31.0,0.07,0.02,2.0,22.0,0.07,0.04,0.1,0.35,1.9,2.3,4.9,4.9,13.0,3.0,1.6,1.0,2.0,1.6,1.18,1.5,0.0946640399453974
39.2,11.8,4.6,20.0,12.8,12.4,0.0,0.5,14.0,13.0,0.105,0.08,2.0,24.0,0.105,0.09,0.1,0.05,0.6,0.4,4.7,4.4,21.0,3.0,3.5,3.6,2.3,1.6,0.18,2.4,0.058280581849792
11.6,7.0,5.8,16.4,6.8,23.2,0.0,0.51,14.0,31.0,0.14,0.01,2.0,14.0,0.105,0.01,0.1,0.22,0.7,2.4,2.7,1.7,6.0,16.0,3.7,2.7,1.7,0.8,0.16,1.5,0.154269341800923
17.6,10.6,8.2,11.6,24.8,52.0,0.0,0.51,14.0,30.0,0.175,0.09,2.0,26.0,0.07,0.01,0.1,0.09,3.1,2.0,4.8,3.7,18.0,4.0,0.8,2.3,2.0,0.2,0.39,2.8,0.0725573905098063
32.0,10.6,8.2,15.2,16.4,40.0,0.0,0.5,14.0,28.0,0.105,0.04,2.0,25.0,0.105,0.1,0.1,0.34,0.9,3.4,3.7,3.5,5.0,17.0,3.8,2.5,4.0,4.9,0.24,1.9,0.0398777187217112
9.2,3.4,7.0,6.8,22.4,42.4,0.0,0.51,14.0,35.0,0.105,0.06,2.0,18.0,0.175,0.07,0.1,0.37,1.5,4.2,4.7,4.6,7.0,4.0,3.8,1.3,0.9,4.5,0.49,2.2,0.164087410297108
40.4,8.2,11.8,5.6,11.6,17.2,0.0,0.5,14.0,30.0,0.105,0.05,2.0,34.0,0.175,0.07,0.1,0.41,1.0,1.4,3.0,1.8,3.0,29.0,3.5,0.2,2.0,3.5,0.86,1.6,0.021987253052065
10.4,1.0,11.8,20.0,11.6,44.8,0.0,0.5,14.0,25.0,0.175,0.08,2.0,10.0,0.175,0.02,0.1,0.35,1.4,2.2,3.5,3.7,16.0,28.0,4.7,0.6,4.6,3.9,0.44,3.0,0.0765996122182554
40.4,3.4,4.6,18.8,14.0,22.0,0.0,0.51,14.0,25.0,0.035,0.03,2.0,20.0,0.105,0.04,0.1,0.18,1.0,1.1,4.0,2.6,26.0,25.0,4.6,4.3,2.9,1.5,0.91,1.4,0.0552675452218139
41.6,13.0,10.6,14.0,12.8,35.2,0.0,0.5,14.0,16.0,0.105,0.1,2.0,31.0,0.07,0.05,0.1,0.16,1.5,0.5,3.6,2.6,28.0,9.0,4.9,0.9,3.1,2.9,0.11,2.3,0.0229162260867621
50.0,9.4,4.6,17.6,16.4,5.2,0.0,0.51,14.0,25.0,0.07,0.04,2.0,31.0,0.105,0.06,0.1,0.08,1.7,3.2,3.4,3.5,19.0,27.0,2.6,1.1,2.1,4.6,0.6,2.4,0.0463388688308249
23.6,4.6,13.0,11.6,24.8,29.2,0.0,0.5,14.0,35.0,0.14,0.03,2.0,17.0,0.175,0.06,0.1,0.26,1.0,2.6,5.0,4.9,28.0,30.0,2.9,2.6,1.7,3.4,0.46,3.2,0.0330528287284849
14.0,11.8,9.4,17.6,23.6,35.2,0.0,0.5,14.0,33.0,0.175,0.04,2.0,24.0,0.105,0.06,0.1,0.06,2.8,3.8,4.7,2.5,19.0,30.0,3.9,0.5,4.0,1.3,2.41,2.4,0.081336368157567
28.4,8.2,5.8,4.4,17.6,5.2,0.0,0.5,14.0,32.0,0.14,0.03,2.0,34.0,0.175,0.06,0.1,0.11,1.6,2.6,4.5,3.3,27.0,16.0,3.8,3.4,1.4,0.9,1.41,2.7,0.0645512743726869
32.0,4.6,7.0,6.8,17.6,30.4,0.0,0.5,14.0,34.0,0.175,0.03,2.0,16.0,0.105,0.07,0.1,0.28,2.2,3.7,3.9,4.8,15.0,16.0,1.6,2.9,2.8,3.5,0.8,2.4,0.0475783005962173
