w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_right_T
20.0,11.8,13.0,26.0,10.4,43.6,0.0,0.5,14.0,21.0,0.07,0.06,2.0,16.0,0.175,0.08,0.1,0.36,1.1,1.7,3.6,3.2,25.0,11.0,1.5,4.7,3.4,2.9,0.38,3.1,0.0457767252934093
50.0,13.0,9.4,22.4,11.6,49.6,0.0,0.51,14.0,27.0,0.14,0.05,2.0,29.0,0.105,0.02,0.1,0.36,0.7,1.2,4.7,3.0,4.0,16.0,2.9,3.0,0.6,2.8,0.55,2.8,0.0169929550726299
22.4,10.6,7.0,17.6,5.6,8.8,0.0,0.5,14.0,31.0,0.175,0.02,2.0,27.0,0.07,0.02,0.1,0.14,0.6,2.2,3.9,4.5,23.0,24.0,0.5,2.1,3.1,3.8,0.47,1.3,0.04766268794576
35.6,3.4,2.2,14.0,14.0,5.2,0.0,0.51,14.0,32.0,0.175,0.03,2.0,27.0,0.14,0.03,0.1,0.2,0.8,1.2,2.8,4.4,12.0,23.0,2.2,4.2,4.8,3.0,0.19,1.6,0.0846250715968844
48.8,2.2,4.6,6.8,21.2,22.0,0.0,0.51,14.0,19.0,0.175,0.02,2.0,23.0,0.175,0.1,0.1,0.22,1.2,1.7,4.9,5.0,4.0,29.0,4.7,4.4,3.7,3.2,0.75,4.7,0.0866164499876391
30.8,5.8,10.6,9.2,14.0,36.4,0.0,0.51,14.0,35.0,0.07,0.05,2.0,10.0,0.14,0.09,0.1,0.49,0.8,3.8,4.9,4.2,21.0,16.0,2.2,0.8,3.8,1.7,0.75,3.2,0.05916231296477
35.6,2.2,4.6,18.8,9.2,32.8,0.0,0.51,14.0,16.0,0.14,0.06,2.0,6.0,0.14,0.09,0.1,0.23,1.1,0.8,3.0,3.6,12.0,12.0,4.1,0.5,4.4,2.3,0.6,1.7,0.122564835906208
50.0,1.0,1.0,8.0,17.6,7.6,0.0,0.5,14.0,16.0,0.035,0.01,2.0,35.0,0.105,0.04,0.1,0.14,1.1,2.0,4.0,2.8,9.0,4.0,3.2,0.8,3.4,1.7,0.13,1.9,0.0
21.2,3.4,13.0,4.4,16.4,17.2,0.0,0.51,14.0,26.0,0.035,0.03,2.0,33.0,0.175,0.03,0.1,0.2,1.2,1.9,4.7,2.4,26.0,10.0,1.7,1.9,3.4,3.5,0.64,1.0,0.134479756780272
9.2,5.8,13.0,4.4,12.8,16.0,0.0,0.51,14.0,15.0,0.14,0.1,2.0,26.0,0.175,0.02,0.1,0.39,0.9,1.6,3.3,2.9,3.0,30.0,3.3,2.8,3.8,4.3,0.28,2.8,0.201923143539868
50.0,13.0,7.0,24.8,26.0,11.2,0.0,0.5,14.0,26.0,0.175,0.06,2.0,18.0,0.105,0.05,0.1,0.45,1.7,2.1,4.8,5.0,15.0,10.0,4.4,2.4,1.3,4.4,1.48,4.7,0.0172795961328365
24.8,8.2,3.4,18.8,18.8,29.2,0.0,0.51,14.0,31.0,0.07,0.04,2.0,27.0,0.175,0.03,0.1,0.43,1.8,4.1,4.5,3.1,6.0,9.0,4.0,1.7,0.8,3.1,0.73,2.6,0.0536498152018983
21.2,4.6,10.6,24.8,21.2,17.2,0.0,0.5,14.0,35.0,0.07,0.06,2.0,31.0,0.175,0.1,0.1,0.29,1.1,4.2,4.8,3.1,26.0,2.0,3.6,2.7,0.9,4.1,0.55,2.0,0.0958863075313548
8.0,10.6,2.2,14.0,18.8,25.6,0.0,0.51,14.0,35.0,0.105,0.1,2.0,32.0,0.175,0.06,0.1,0.23,1.2,1.3,4.4,4.7,30.0,12.0,3.3,3.3,2.3,0.7,0.12,2.6,0.125502572819722
18.8,3.4,3.4,21.2,6.8,6.4,0.0,0.51,14.0,24.0,0.14,0.07,2.0,8.0,0.07,0.02,0.1,0.21,0.8,2.1,3.8,3.5,29.0,5.0,2.2,5.0,1.6,1.7,0.76,2.2,0.157163175429771
23.6,7.0,5.8,18.8,16.4,36.4,0.0,0.51,14.0,34.0,0.175,0.06,2.0,34.0,0.14,0.06,0.1,0.3,1.1,2.8,3.8,3.9,19.0,21.0,2.4,1.2,4.3,1.0,0.18,2.4,0.0687232063995875
35.6,5.8,10.6,12.8,12.8,49.6,0.0,0.51,14.0,30.0,0.175,0.02,2.0,33.0,0.175,0.04,0.1,0.4,1.1,2.0,2.1,1.9,5.0,12.0,0.1,3.8,3.9,3.8,0.6,1.8,0.0493768399444792
27.2,3.4,5.8,8.0,5.6,50.8,0.0,0.5,14.0,32.0,0.14,0.02,2.0,23.0,0.14,0.04,0.1,0.19,0.5,1.8,1.9,3.8,30.0,23.0,0.3,3.3,0.5,2.8,0.19,1.7,0.109232414135218
9.2,5.8,8.2,14.0,22.4,52.0,0.0,0.51,14.0,29.0,0.105,0.03,2.0,22.0,0.14,0.08,0.1,0.27,3.0,2.0,4.5,5.0,16.0,7.0,2.4,2.9,1.5,1.3,0.14,4.0,0.177236280544758
45.2,2.2,5.8,12.8,22.4,34.0,0.0,0.51,14.0,19.0,0.175,0.02,2.0,14.0,0.14,0.03,0.1,0.31,1.4,2.1,3.8,4.9,11.0,1.0,2.6,4.5,2.1,2.3,0.81,3.3,0.0911940830723132
28.4,7.0,2.2,11.6,3.2,20.8,0.0,0.5,14.0,33.0,0.14,0.02,2.0,28.0,0.175,0.1,0.1,0.42,0.4,1.7,1.9,1.2,2.0,8.0,0.3,4.1,4.6,3.3,0.13,1.1,0.0572709021738194
41.6,7.0,8.2,8.0,26.0,18.4,0.0,0.51,14.0,30.0,0.175,0.01,2.0,22.0,0.105,0.04,0.1,0.44,3.0,2.3,4.4,5.0,15.0,14.0,1.9,1.1,2.7,0.8,2.04,4.1,0.0360313795061154
32.0,5.8,9.4,20.0,4.4,25.6,0.0,0.5,14.0,19.0,0.14,0.01,2.0,15.0,0.07,0.01,0.1,0.42,0.5,2.2,2.6,3.0,13.0,12.0,0.7,3.5,1.0,0.5,0.2,1.2,0.0533194143605063
29.6,10.6,9.4,20.0,24.8,28.0,0.0,0.51,14.0,16.0,0.14,0.1,2.0,12.0,0.14,0.04,0.1,0.32,1.9,2.1,4.5,4.4,17.0,23.0,4.8,2.1,4.0,0.2,0.75,3.8,0.036811784769977
6.8,13.0,4.6,20.0,8.0,35.2,0.0,0.5,14.0,25.0,0.105,0.08,2.0,35.0,0.105,0.1,0.1,0.42,0.8,2.0,2.9,2.1,9.0,22.0,0.9,0.4,2.9,4.5,0.72,1.0,0.126257017709899
16.4,13.0,7.0,23.6,17.6,41.2,0.0,0.5,14.0,35.0,0.14,0.03,2.0,23.0,0.07,0.01,0.1,0.29,1.8,4.5,2.9,2.6,18.0,5.0,2.8,3.4,2.7,0.3,1.12,2.5,0.0508261948207992
9.2,10.6,13.0,23.6,21.2,23.2,0.0,0.51,14.0,18.0,0.175,0.07,2.0,27.0,0.035,0.03,0.1,0.17,1.2,1.9,5.0,3.7,20.0,30.0,3.1,4.6,1.1,4.8,0.76,3.3,0.100815514436703
52.4,9.4,10.6,17.6,12.8,10.0,0.0,0.5,14.0,13.0,0.14,0.03,2.0,13.0,0.175,0.08,0.1,0.44,1.1,0.6,3.9,4.8,12.0,17.0,0.1,1.9,0.8,3.3,0.24,1.9,0.0212278526580555
46.4,1.0,9.4,15.2,12.8,36.4,0.0,0.51,14.0,25.0,0.07,0.01,2.0,22.0,0.105,0.1,0.1,0.27,0.8,2.1,3.1,2.4,16.0,0.0,4.5,4.9,2.9,1.0,0.54,2.1,0.172963615675302
42.8,5.8,10.6,5.6,8.0,18.4,0.0,0.5,14.0,16.0,0.175,0.06,2.0,33.0,0.175,0.02,0.1,0.35,0.9,0.6,5.0,3.7,2.0,3.0,4.5,2.2,2.4,4.5,0.15,2.5,0.0429518538703296
48.8,13.0,9.4,16.4,11.6,17.2,0.0,0.51,14.0,33.0,0.14,0.01,2.0,8.0,0.175,0.1,0.1,0.43,0.9,2.3,4.1,4.0,9.0,3.0,3.5,1.7,4.9,3.7,0.13,2.7,0.0167583880016385
35.6,2.2,1.0,10.4,10.4,13.6,0.0,0.51,14.0,23.0,0.175,0.09,2.0,34.0,0.105,0.07,0.1,0.32,0.6,0.5,3.8,4.5,14.0,28.0,2.8,5.0,3.6,2.0,0.25,3.3,0.135651640157036
48.8,11.8,13.0,16.4,5.6,5.2,0.0,0.5,14.0,33.0,0.105,0.09,2.0,17.0,0.07,0.02,0.1,0.31,0.4,4.1,4.0,3.4,15.0,17.0,2.8,0.8,0.1,4.6,0.12,1.4,0.0194688803747405
34.4,8.2,5.8,4.4,16.4,11.2,0.0,0.51,14.0,17.0,0.175,0.05,2.0,14.0,0.14,0.1,0.1,0.24,1.5,1.1,4.8,2.9,18.0,0.0,3.0,1.9,1.0,2.6,0.79,2.5,0.0391592495956936
36.8,2.2,4.6,3.2,10.4,16.0,0.0,0.5,14.0,20.0,0.175,0.1,2.0,18.0,0.07,0.05,0.1,0.25,0.6,2.2,3.3,3.5,25.0,0.0,4.7,0.3,2.8,1.6,0.44,1.1,0.116818275337392
20.0,9.4,8.2,20.0,8.0,19.6,0.0,0.51,14.0,33.0,0.105,0.03,2.0,20.0,0.105,0.07,0.1,0.28,0.7,4.5,2.9,2.9,26.0,22.0,1.3,2.1,3.1,4.8,0.13,1.5,0.0591524418927022
15.2,5.8,9.4,17.6,15.2,30.4,0.0,0.51,14.0,17.0,0.14,0.06,2.0,18.0,0.105,0.01,0.1,0.33,1.3,2.1,4.0,2.3,2.0,4.0,3.0,3.2,0.8,3.8,1.14,1.2,0.122110755152821
52.4,2.2,5.8,15.2,5.6,28.0,0.0,0.51,14.0,14.0,0.07,0.06,2.0,30.0,0.14,0.06,0.1,0.29,0.6,1.7,2.8,4.7,1.0,7.0,4.4,3.9,3.6,0.9,0.54,2.2,0.0833943511677283
50.0,7.0,10.6,6.8,11.6,22.0,0.0,0.51,14.0,35.0,0.14,0.07,2.0,22.0,0.14,0.05,0.1,0.49,1.1,1.2,3.8,1.3,2.0,17.0,3.7,1.1,2.8,3.5,0.22,1.1,0.033264179387402
28.4,10.6,3.4,24.8,3.2,49.6,0.0,0.51,14.0,34.0,0.105,0.08,2.0,35.0,0.105,0.01,0.1,0.48,0.4,3.9,1.9,3.9,19.0,6.0,1.2,2.4,1.1,4.5,0.26,1.1,0.0349376593933652
20.0,3.4,5.8,17.6,14.0,22.0,0.0,0.5,14.0,35.0,0.105,0.02,2.0,27.0,0.035,0.03,0.1,0.26,1.5,3.6,4.4,2.7,2.0,5.0,2.8,0.6,0.9,2.7,1.35,2.1,0.142765510993286
41.6,2.2,13.0,9.2,10.4,32.8,0.0,0.51,14.0,30.0,0.105,0.09,2.0,14.0,0.035,0.02,0.1,0.18,1.3,3.5,4.4,4.4,29.0,16.0,3.4,4.5,3.6,2.5,0.47,1.4,0.107105040729359
33.2,13.0,13.0,10.4,3.2,12.4,0.0,0.51,14.0,22.0,0.035,0.03,2.0,22.0,0.175,0.1,0.1,0.27,0.3,2.3,1.8,3.2,4.0,13.0,3.0,4.0,4.4,1.2,0.27,1.1,0.0253548547851765
47.6,5.8,9.4,4.4,11.6,48.4,0.0,0.5,14.0,33.0,0.07,0.01,2.0,31.0,0.175,0.1,0.1,0.3,0.7,2.0,4.0,2.1,25.0,7.0,3.7,3.8,3.4,0.6,0.18,1.3,0.0387482339751361
41.6,5.8,8.2,14.0,21.2,47.2,0.0,0.51,14.0,19.0,0.07,0.01,2.0,31.0,0.07,0.06,0.1,0.09,1.9,1.4,4.9,3.8,13.0,16.0,5.0,0.5,0.7,3.0,0.2,1.7,0.043106589728264
47.6,11.8,4.6,18.8,15.2,35.2,0.0,0.51,14.0,19.0,0.175,0.08,2.0,28.0,0.105,0.01,0.1,0.14,1.6,0.5,3.7,3.3,29.0,13.0,3.2,2.6,2.3,1.4,0.16,2.3,0.0193993857871021
26.0,3.4,10.6,11.6,3.2,46.0,0.0,0.5,14.0,18.0,0.105,0.01,2.0,13.0,0.07,0.07,0.1,0.27,0.2,0.4,1.7,5.0,4.0,25.0,1.7,1.4,0.2,1.4,0.19,1.1,0.118556550504889
14.0,3.4,5.8,11.6,3.2,46.0,0.0,0.5,14.0,30.0,0.14,0.08,2.0,14.0,0.07,0.07,0.1,0.19,0.3,3.0,1.6,3.8,27.0,2.0,0.2,0.2,2.4,1.6,0.14,1.0,0.219077556579691
29.6,8.2,3.4,23.6,15.2,7.6,0.0,0.51,14.0,20.0,0.14,0.09,2.0,6.0,0.105,0.01,0.1,0.44,1.4,0.4,4.7,2.8,23.0,22.0,3.4,2.1,1.1,0.2,0.29,1.8,0.0448236816815138
42.8,9.4,3.4,21.2,4.4,52.0,0.0,0.51,14.0,34.0,0.07,0.04,2.0,16.0,0.14,0.08,0.1,0.46,0.2,4.1,2.1,4.5,8.0,22.0,4.2,0.4,3.3,0.3,0.16,1.1,0.0249869027529799
12.8,13.0,4.6,22.4,9.2,23.2,0.0,0.5,14.0,11.0,0.035,0.02,2.0,25.0,0.07,0.01,0.1,0.12,1.0,1.0,3.1,2.8,14.0,12.0,2.8,2.7,1.7,3.8,0.75,2.5,0.0608067435788188
28.4,11.8,3.4,26.0,21.2,46.0,0.0,0.5,14.0,33.0,0.07,0.04,2.0,26.0,0.105,0.02,0.1,0.46,2.2,3.2,4.5,4.6,7.0,26.0,4.0,3.6,1.5,3.7,0.9,2.2,0.0322450722880497
6.8,8.2,11.8,4.4,14.0,41.2,0.0,0.5,14.0,32.0,0.105,0.09,2.0,31.0,0.105,0.09,0.1,0.29,1.4,0.9,4.6,4.8,22.0,26.0,2.3,0.2,0.1,1.0,0.66,1.4,0.186899269933702
52.4,3.4,3.4,24.8,26.0,48.4,0.0,0.51,14.0,29.0,0.035,0.02,2.0,35.0,0.07,0.01,0.1,0.39,1.3,3.5,4.0,4.9,12.0,6.0,1.8,2.6,0.2,0.8,0.72,3.9,0.0536977800759239
22.4,5.8,7.0,14.0,15.2,25.6,0.0,0.51,14.0,31.0,0.175,0.09,2.0,19.0,0.175,0.02,0.1,0.26,0.8,3.4,4.5,1.7,17.0,22.0,1.8,0.7,3.4,2.3,0.46,1.4,0.0806402602683697
36.8,7.0,11.8,24.8,23.6,37.6,0.0,0.5,14.0,27.0,0.07,0.02,2.0,23.0,0.035,0.02,0.1,0.29,2.0,0.8,4.9,3.4,15.0,30.0,4.0,2.8,4.9,4.9,0.79,3.2,0.0361075517540178
35.6,10.6,3.4,5.6,20.0,5.2,0.0,0.51,14.0,28.0,0.175,0.1,2.0,25.0,0.105,0.06,0.1,0.29,2.4,1.9,3.3,3.5,3.0,5.0,3.3,0.9,2.5,1.7,1.72,3.1,0.0358921719423282
50.0,13.0,9.4,18.8,20.0,34.0,0.0,0.51,14.0,21.0,0.175,0.06,2.0,33.0,0.14,0.01,0.1,0.2,1.4,1.5,4.8,4.5,3.0,24.0,3.7,2.7,0.3,2.8,0.53,2.9,0.0169948596639381
36.8,4.6,3.4,9.2,24.8,16.0,0.0,0.5,14.0,31.0,0.035,0.02,2.0,28.0,0.105,0.07,0.1,0.16,2.7,2.8,5.0,3.7,25.0,28.0,3.0,0.3,0.6,3.0,2.23,3.3,0.059918934470076
20.0,3.4,4.6,18.8,11.6,20.8,0.0,0.5,14.0,25.0,0.105,0.01,2.0,24.0,0.07,0.04,0.1,0.18,0.8,0.8,3.4,3.0,22.0,30.0,3.4,0.7,1.6,3.3,0.42,1.4,0.145434799155672
15.2,3.4,1.0,8.0,16.4,42.4,0.0,0.5,14.0,32.0,0.14,0.03,2.0,12.0,0.07,0.01,0.1,0.38,1.8,1.3,4.2,2.0,3.0,29.0,2.4,0.3,2.6,4.4,0.55,1.9,0.226612398564217
42.8,13.0,5.8,14.0,12.8,32.8,0.0,0.51,14.0,15.0,0.175,0.06,2.0,31.0,0.07,0.07,0.1,0.1,1.1,0.4,3.7,2.8,6.0,5.0,0.3,0.1,3.5,1.3,0.33,1.2,0.0186611228309381
20.0,13.0,7.0,15.2,22.4,29.2,0.0,0.51,14.0,35.0,0.175,0.01,2.0,21.0,0.14,0.06,0.1,0.32,2.4,3.3,4.0,4.5,29.0,17.0,3.2,2.0,2.8,3.3,1.55,3.5,0.0407804082532188
11.6,4.6,5.8,4.4,4.4,48.4,0.0,0.5,14.0,30.0,0.105,0.02,2.0,26.0,0.14,0.09,0.1,0.46,0.4,1.1,2.8,1.3,18.0,27.0,2.7,1.0,4.4,5.0,0.36,1.2,0.213570231935911
18.8,4.6,2.2,10.4,26.0,12.4,0.0,0.51,14.0,18.0,0.14,0.1,2.0,13.0,0.105,0.1,0.1,0.42,3.1,2.1,4.4,4.3,3.0,22.0,2.3,2.1,0.7,1.0,0.69,3.4,0.145760063408781
23.6,4.6,9.4,8.0,23.6,20.8,0.0,0.51,14.0,31.0,0.105,0.1,2.0,9.0,0.175,0.1,0.1,0.24,2.5,3.5,5.0,3.6,22.0,9.0,3.0,4.4,4.0,3.1,1.39,2.6,0.0960989300752137
27.2,4.6,5.8,18.8,18.8,5.2,0.0,0.5,14.0,23.0,0.14,0.07,2.0,9.0,0.07,0.02,0.1,0.2,2.5,1.3,3.6,3.8,5.0,27.0,1.4,0.8,3.7,0.1,0.31,2.1,0.0884453774433405
39.2,8.2,9.4,20.0,16.4,31.6,0.0,0.5,14.0,35.0,0.14,0.01,2.0,34.0,0.175,0.06,0.1,0.3,1.4,1.5,3.6,4.9,5.0,15.0,2.5,3.2,2.1,0.3,0.22,3.4,0.0318229665473403
46.4,11.8,8.2,24.8,26.0,30.4,0.0,0.5,14.0,32.0,0.175,0.08,2.0,23.0,0.035,0.01,0.1,0.16,1.8,3.8,4.4,4.4,7.0,28.0,0.2,2.9,0.2,0.7,1.47,3.5,0.0190348717690851
17.6,7.0,8.2,20.0,24.8,25.6,0.0,0.5,14.0,19.0,0.175,0.04,2.0,30.0,0.175,0.07,0.1,0.49,2.1,1.7,4.5,4.7,4.0,11.0,3.9,1.6,2.0,4.0,1.16,4.0,0.0791163305660824
42.8,7.0,9.4,24.8,20.0,8.8,0.0,0.5,14.0,11.0,0.14,0.03,2.0,7.0,0.14,0.03,0.1,0.26,1.7,0.6,5.0,3.4,13.0,6.0,0.3,2.1,4.7,0.4,0.33,1.7,0.0330858007343925
47.6,10.6,3.4,22.4,23.6,30.4,0.0,0.5,14.0,35.0,0.14,0.04,2.0,33.0,0.105,0.03,0.1,0.12,2.9,0.5,4.6,3.0,7.0,10.0,4.2,3.4,1.6,4.7,0.15,2.8,0.0206173272806297
32.0,2.2,8.2,24.8,11.6,19.6,0.0,0.5,14.0,21.0,0.105,0.06,2.0,27.0,0.175,0.06,0.1,0.49,0.5,1.2,3.6,3.7,8.0,30.0,1.4,4.3,4.5,0.8,0.38,2.4,0.134191001330008
28.4,10.6,7.0,15.2,15.2,17.2,0.0,0.5,14.0,22.0,0.14,0.09,2.0,11.0,0.07,0.01,0.1,0.15,1.7,1.3,4.3,1.3,2.0,17.0,2.1,3.7,2.7,1.1,0.88,1.0,0.0358670451544568
33.2,4.6,9.4,3.2,15.2,19.6,0.0,0.51,14.0,29.0,0.07,0.05,2.0,10.0,0.07,0.06,0.1,0.18,2.0,2.3,4.5,2.4,19.0,26.0,5.0,0.1,3.0,1.9,0.36,1.2,0.069065152947412
41.6,9.4,2.2,26.0,6.8,16.0,0.0,0.51,14.0,26.0,0.035,0.03,2.0,9.0,0.105,0.02,0.1,0.37,0.5,3.2,3.7,3.2,21.0,11.0,1.6,0.1,2.1,3.2,0.3,2.0,0.0269748599434717
32.0,11.8,4.6,9.2,6.8,44.8,0.0,0.51,14.0,35.0,0.175,0.09,2.0,34.0,0.14,0.09,0.1,0.33,0.7,2.5,4.5,4.8,28.0,20.0,1.7,4.3,1.2,3.8,0.51,1.8,0.0278459874639072
21.2,10.6,7.0,8.0,10.4,17.2,0.0,0.5,14.0,27.0,0.035,0.01,2.0,33.0,0.07,0.02,0.1,0.08,0.8,2.5,3.8,4.7,12.0,19.0,3.0,2.9,0.4,3.3,0.2,2.1,0.0469171973395659
39.2,9.4,8.2,14.0,22.4,5.2,0.0,0.51,14.0,33.0,0.07,0.01,2.0,35.0,0.175,0.09,0.1,0.5,1.9,2.0,4.0,3.6,22.0,1.0,3.0,1.7,4.9,3.3,1.38,2.8,0.0309990435963819
28.4,4.6,3.4,17.6,5.6,37.6,0.0,0.5,14.0,10.0,0.105,0.02,2.0,26.0,0.14,0.06,0.1,0.3,0.6,0.5,2.5,3.5,16.0,22.0,0.2,2.6,3.1,3.9,0.45,2.1,0.0822155086846344
11.6,10.6,5.8,6.8,23.6,14.8,0.0,0.51,14.0,26.0,0.14,0.07,2.0,13.0,0.07,0.03,0.1,0.34,2.8,3.1,3.9,3.3,7.0,13.0,0.5,3.5,3.7,0.6,2.2,3.2,0.0969311919831566
42.8,7.0,3.4,10.4,23.6,32.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,16.0,0.035,0.01,0.1,0.31,1.3,1.2,4.7,4.1,4.0,30.0,2.3,3.6,4.3,0.1,0.94,3.8,0.0335364238064028
23.6,9.4,5.8,18.8,9.2,8.8,0.0,0.51,14.0,33.0,0.14,0.04,2.0,30.0,0.14,0.06,0.1,0.45,0.5,2.8,3.3,2.7,24.0,11.0,4.6,3.7,1.7,0.2,0.16,1.1,0.0506078349697651
41.6,2.2,1.0,6.8,5.6,36.4,0.0,0.5,14.0,18.0,0.035,0.01,2.0,17.0,0.07,0.07,0.1,0.46,0.7,1.6,2.9,2.3,17.0,23.0,3.9,3.4,0.8,2.1,0.25,2.0,0.102859793637509
17.6,13.0,2.2,11.6,10.4,36.4,0.0,0.5,14.0,17.0,0.07,0.07,2.0,26.0,0.14,0.02,0.1,0.29,0.6,1.9,4.8,5.0,9.0,17.0,0.3,2.1,0.5,2.4,0.35,1.1,0.0472552338084142
47.6,2.2,8.2,12.8,12.8,17.2,0.0,0.5,14.0,18.0,0.035,0.02,2.0,16.0,0.14,0.09,0.1,0.2,1.4,1.7,4.7,1.9,17.0,18.0,2.2,2.3,1.2,2.7,0.38,1.2,0.0928154628349298
15.2,7.0,4.6,23.6,20.0,49.6,0.0,0.51,14.0,19.0,0.14,0.09,2.0,31.0,0.14,0.03,0.1,0.32,0.8,0.9,4.0,2.8,11.0,18.0,2.2,4.0,0.5,0.6,0.6,2.1,0.0938164164943776
35.6,13.0,9.4,22.4,22.4,41.2,0.0,0.5,14.0,30.0,0.175,0.03,2.0,16.0,0.105,0.1,0.1,0.11,2.4,1.9,4.9,5.0,15.0,4.0,4.7,5.0,0.8,2.4,1.09,3.3,0.0230561056121418
38.0,2.2,5.8,6.8,23.6,30.4,0.0,0.51,14.0,17.0,0.07,0.06,2.0,33.0,0.07,0.06,0.1,0.21,1.6,1.6,4.6,4.6,16.0,23.0,2.6,3.5,4.2,1.4,1.29,2.8,0.109719118317017
14.0,8.2,2.2,16.4,3.2,19.6,0.0,0.51,14.0,19.0,0.175,0.03,2.0,26.0,0.175,0.01,0.1,0.25,0.2,1.1,1.6,4.1,14.0,13.0,4.6,4.9,4.5,3.3,0.19,1.4,0.094087561024642
24.8,2.2,5.8,11.6,8.0,11.2,0.0,0.51,14.0,28.0,0.105,0.07,2.0,31.0,0.035,0.03,0.1,0.36,0.6,1.5,2.6,3.0,26.0,18.0,4.7,0.7,1.8,0.1,0.41,1.2,0.174923315146705
51.2,9.4,4.6,8.0,18.8,40.0,0.0,0.51,14.0,25.0,0.07,0.04,2.0,33.0,0.035,0.02,0.1,0.46,1.2,2.8,4.1,4.2,8.0,12.0,3.7,1.2,4.9,4.0,0.36,2.2,0.0220635854799954
8.0,7.0,4.6,8.0,23.6,5.2,0.0,0.5,14.0,30.0,0.105,0.07,2.0,34.0,0.175,0.06,0.1,0.36,3.1,3.1,4.8,3.7,3.0,10.0,3.4,4.9,3.8,1.2,1.14,2.5,0.213913490794242
42.8,4.6,7.0,15.2,11.6,17.2,0.0,0.51,14.0,7.0,0.175,0.05,2.0,15.0,0.035,0.02,0.1,0.08,0.7,0.6,2.4,3.5,20.0,20.0,0.8,0.4,1.8,4.6,0.53,1.7,0.0518929553510876
16.4,10.6,4.6,11.6,17.6,29.2,0.0,0.5,14.0,27.0,0.175,0.06,2.0,34.0,0.105,0.01,0.1,0.16,0.9,1.8,4.5,3.7,5.0,14.0,3.6,1.5,1.5,3.5,0.14,1.0,0.063499456027945
46.4,11.8,5.8,6.8,9.2,44.8,0.0,0.5,14.0,12.0,0.105,0.06,2.0,20.0,0.035,0.03,0.1,0.42,0.9,0.4,2.6,2.9,24.0,18.0,4.7,1.1,3.5,3.6,0.17,1.2,0.0195387959553691
46.4,9.4,8.2,24.8,15.2,22.0,0.0,0.5,14.0,35.0,0.105,0.05,2.0,24.0,0.14,0.04,0.1,0.31,1.9,3.9,3.3,4.3,21.0,23.0,4.7,0.9,1.4,4.7,1.42,1.7,0.0237058888830419
18.8,4.6,13.0,23.6,20.0,11.2,0.0,0.51,14.0,29.0,0.07,0.01,2.0,27.0,0.14,0.04,0.1,0.28,2.2,1.9,4.2,4.0,4.0,8.0,2.8,2.7,3.6,0.5,1.44,2.0,0.120447193334571
17.6,4.6,1.0,3.2,16.4,28.0,0.0,0.51,14.0,35.0,0.175,0.04,2.0,31.0,0.105,0.03,0.1,0.38,1.8,1.7,3.4,3.9,21.0,15.0,2.2,2.2,0.7,3.8,1.25,2.1,0.134303561830668
22.4,11.8,7.0,12.8,5.6,29.2,0.0,0.5,14.0,25.0,0.175,0.04,2.0,11.0,0.035,0.02,0.1,0.07,0.7,2.4,3.2,3.1,30.0,18.0,4.2,1.1,2.8,3.8,0.11,1.3,0.0396949885981192
48.8,1.0,4.6,15.2,10.4,19.6,0.0,0.5,14.0,15.0,0.035,0.02,2.0,17.0,0.14,0.08,0.1,0.41,0.6,0.5,4.1,2.4,20.0,15.0,2.2,1.0,3.2,3.4,0.32,2.2,0.165078409538327
17.6,7.0,3.4,23.6,8.0,7.6,0.0,0.51,14.0,15.0,0.07,0.01,2.0,24.0,0.07,0.03,0.1,0.48,0.4,0.7,4.5,5.0,5.0,27.0,3.0,3.1,0.8,0.4,0.21,1.9,0.0905006155762213
35.6,9.4,9.4,6.8,20.0,32.8,0.0,0.5,14.0,20.0,0.035,0.03,2.0,9.0,0.175,0.06,0.1,0.33,1.7,2.4,4.4,4.3,14.0,21.0,2.4,1.2,3.6,0.7,1.22,2.6,0.0316439164150026
20.0,2.2,7.0,5.6,6.8,44.8,0.0,0.51,14.0,27.0,0.175,0.05,2.0,20.0,0.175,0.08,0.1,0.4,0.7,1.5,3.7,1.5,2.0,17.0,1.6,0.8,0.5,0.5,0.24,1.4,0.222645554109907
16.4,8.2,3.4,12.8,21.2,7.6,0.0,0.5,14.0,9.0,0.105,0.06,2.0,31.0,0.14,0.01,0.1,0.18,1.0,1.2,3.5,4.4,30.0,28.0,2.0,3.0,0.3,5.0,0.26,3.2,0.0857602222300467
30.8,7.0,4.6,12.8,4.4,49.6,0.0,0.51,14.0,20.0,0.07,0.05,2.0,29.0,0.105,0.04,0.1,0.46,0.4,1.0,1.9,2.1,24.0,4.0,2.8,3.5,2.4,1.8,0.15,1.6,0.0492195066063574
32.0,8.2,9.4,10.4,11.6,36.4,0.0,0.51,14.0,15.0,0.175,0.1,2.0,25.0,0.105,0.03,0.1,0.38,1.4,0.9,4.3,1.7,13.0,28.0,3.7,3.6,3.6,3.1,0.79,1.4,0.045675951308323
