w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_bottom_right_T
34.4,2.2,7.0,12.8,11.6,20.8,0.0,0.5,14.0,29.0,0.07,0.02,2.0,15.0,0.105,0.07,0.1,0.34,0.8,0.4,3.3,3.2,8.0,23.0,4.0,2.1,0.5,1.0,0.1,1.5,0.045157623279634
45.2,13.0,13.0,8.0,8.0,25.6,0.0,0.5,14.0,18.0,0.175,0.05,2.0,13.0,0.175,0.04,0.1,0.28,0.7,0.6,3.2,3.0,8.0,0.0,4.0,0.5,4.5,3.8,0.25,1.1,0.0183527859766225
14.0,7.0,5.8,22.4,26.0,46.0,0.0,0.51,14.0,19.0,0.175,0.03,2.0,14.0,0.105,0.04,0.1,0.45,1.4,0.8,4.4,4.7,6.0,24.0,4.5,1.4,4.9,4.1,0.43,4.3,0.120357232423994
35.6,10.6,5.8,18.8,10.4,36.4,0.0,0.51,14.0,34.0,0.14,0.06,2.0,32.0,0.035,0.03,0.1,0.07,0.9,2.3,4.0,2.0,8.0,15.0,0.8,1.4,0.1,0.1,0.4,1.1,0.0496845803688599
24.8,1.0,10.6,6.8,15.2,16.0,0.0,0.51,14.0,21.0,0.07,0.07,2.0,31.0,0.14,0.03,0.1,0.24,1.9,1.9,3.2,4.6,1.0,29.0,1.0,2.1,3.1,1.5,1.29,2.8,0.0404192413943075
29.6,2.2,9.4,3.2,12.8,35.2,0.0,0.5,14.0,31.0,0.14,0.05,2.0,17.0,0.07,0.05,0.1,0.42,1.5,1.3,2.4,2.7,16.0,0.0,2.1,3.4,2.0,0.4,0.3,2.3,0.0390375847626022
47.6,11.8,10.6,22.4,16.4,29.2,0.0,0.51,14.0,16.0,0.175,0.07,2.0,21.0,0.14,0.06,0.1,0.33,1.8,2.1,4.8,5.0,27.0,0.0,3.8,2.1,0.6,0.5,0.5,1.1,0.0210615315335459
10.4,13.0,7.0,12.8,12.8,20.8,0.0,0.51,14.0,12.0,0.14,0.04,2.0,21.0,0.105,0.09,0.1,0.01,1.4,0.6,2.7,4.1,1.0,4.0,1.7,1.7,3.8,4.7,0.21,2.4,0.145921253065537
30.8,8.2,2.2,9.2,16.4,18.4,0.0,0.51,14.0,14.0,0.07,0.05,2.0,27.0,0.14,0.1,0.1,0.09,2.0,1.5,3.2,3.3,30.0,6.0,1.7,0.6,1.4,1.3,0.92,1.9,0.160529520755036
5.6,8.2,9.4,4.4,16.4,35.2,0.0,0.5,14.0,23.0,0.14,0.06,2.0,9.0,0.105,0.05,0.1,0.02,1.4,2.8,3.8,3.6,27.0,29.0,1.4,0.9,3.6,1.0,0.42,1.7,0.206658442770465
42.8,5.8,4.6,5.6,12.8,34.0,0.0,0.51,14.0,14.0,0.105,0.01,2.0,17.0,0.105,0.05,0.1,0.04,1.3,1.7,4.0,3.1,27.0,8.0,3.5,1.9,5.0,0.2,0.35,1.1,0.0558384038118218
26.0,11.8,7.0,20.0,18.8,13.6,0.0,0.5,14.0,34.0,0.175,0.03,2.0,19.0,0.14,0.08,0.1,0.23,0.9,4.0,3.7,4.7,17.0,26.0,1.7,4.1,2.2,0.5,0.41,3.2,0.0567508322167647
9.2,9.4,5.8,16.4,3.2,8.8,0.0,0.5,14.0,13.0,0.14,0.06,2.0,23.0,0.105,0.01,0.1,0.09,0.4,1.3,1.5,3.0,5.0,12.0,4.5,0.5,5.0,4.1,0.18,1.0,0.201565350756651
10.4,9.4,8.2,9.2,3.2,40.0,0.0,0.51,14.0,7.0,0.175,0.01,2.0,4.0,0.07,0.06,0.1,0.12,0.3,0.9,1.9,2.5,11.0,22.0,4.0,3.5,1.9,1.4,0.22,1.2,0.127942576913706
27.2,3.4,7.0,14.0,20.0,17.2,0.0,0.5,14.0,33.0,0.105,0.01,2.0,12.0,0.07,0.05,0.1,0.42,1.2,2.6,4.1,4.3,24.0,26.0,3.7,4.7,1.7,2.9,1.19,3.1,0.0533694320888015
32.0,5.8,3.4,10.4,21.2,44.8,0.0,0.51,14.0,12.0,0.14,0.08,2.0,26.0,0.175,0.09,0.1,0.33,1.2,1.2,4.3,3.8,28.0,22.0,2.9,4.0,4.2,4.7,0.72,3.3,0.0967827219720863
36.8,13.0,11.8,8.0,18.8,6.4,0.0,0.5,14.0,22.0,0.105,0.08,2.0,25.0,0.07,0.01,0.1,0.27,2.2,2.3,4.8,2.2,3.0,22.0,1.9,3.2,0.3,1.9,1.98,2.1,0.0250953923737681
46.4,5.8,7.0,26.0,12.8,12.4,0.0,0.51,14.0,32.0,0.07,0.01,2.0,9.0,0.14,0.1,0.1,0.16,0.7,2.0,4.8,2.3,7.0,7.0,2.3,1.9,4.3,1.2,0.31,1.5,0.0322666797885352
40.4,10.6,13.0,15.2,6.8,25.6,0.0,0.51,14.0,28.0,0.14,0.1,2.0,20.0,0.07,0.02,0.1,0.42,0.9,3.3,4.0,3.7,21.0,1.0,2.8,1.0,4.3,4.9,0.22,2.5,0.0206921174278301
52.4,7.0,4.6,5.6,4.4,49.6,0.0,0.51,14.0,35.0,0.035,0.02,2.0,13.0,0.14,0.04,0.1,0.1,0.3,1.8,1.8,3.3,26.0,6.0,2.9,2.9,2.3,0.1,0.26,1.0,0.047020296438582
50.0,13.0,3.4,5.6,4.4,23.2,0.0,0.51,14.0,26.0,0.175,0.07,2.0,23.0,0.105,0.08,0.1,0.33,0.4,0.9,1.7,5.0,12.0,8.0,2.9,3.7,0.8,3.4,0.27,1.3,0.0655977623299266
12.8,7.0,7.0,9.2,22.4,40.0,0.0,0.5,14.0,33.0,0.175,0.03,2.0,10.0,0.175,0.01,0.1,0.09,1.6,2.0,5.0,3.2,23.0,18.0,2.6,0.3,0.7,2.5,1.25,2.9,0.118072920990865
28.4,7.0,5.8,26.0,18.8,30.4,0.0,0.5,14.0,17.0,0.175,0.01,2.0,6.0,0.14,0.03,0.1,0.33,1.1,0.9,4.3,3.4,13.0,17.0,3.1,4.0,3.9,0.6,0.1,2.2,0.0627080672795569
38.0,2.2,9.4,6.8,17.6,23.2,0.0,0.51,14.0,35.0,0.07,0.03,2.0,35.0,0.07,0.06,0.1,0.08,1.6,3.2,4.7,4.6,26.0,27.0,1.7,4.9,4.9,1.6,0.74,2.0,0.0289499531522435
28.4,3.4,11.8,5.6,9.2,8.8,0.0,0.51,14.0,35.0,0.14,0.01,2.0,18.0,0.175,0.05,0.1,0.17,1.1,4.7,4.7,3.8,28.0,17.0,2.5,4.9,1.2,0.6,0.54,1.2,0.033117462572509
35.6,11.8,8.2,22.4,14.0,6.4,0.0,0.51,14.0,19.0,0.105,0.02,2.0,21.0,0.105,0.01,0.1,0.11,0.7,1.0,3.3,4.0,8.0,24.0,4.1,3.3,3.2,3.7,0.69,2.0,0.0361551243722067
52.4,4.6,7.0,24.8,23.6,8.8,0.0,0.51,14.0,24.0,0.07,0.03,2.0,26.0,0.175,0.04,0.1,0.37,2.7,2.5,4.7,3.9,3.0,2.0,4.3,4.5,4.2,4.7,0.85,3.2,0.0293027403060862
34.4,10.6,10.6,14.0,5.6,34.0,0.0,0.51,14.0,32.0,0.07,0.03,2.0,22.0,0.105,0.06,0.1,0.13,0.5,1.9,2.6,2.6,29.0,25.0,2.2,3.0,2.2,4.6,0.41,1.7,0.0292781797998559
14.0,2.2,4.6,21.2,22.4,11.2,0.0,0.51,14.0,16.0,0.14,0.06,2.0,17.0,0.035,0.02,0.1,0.5,1.2,1.6,4.4,5.0,8.0,8.0,2.7,3.2,1.5,0.9,1.11,3.8,0.151940362557523
32.0,11.8,11.8,10.4,14.0,19.6,0.0,0.5,14.0,23.0,0.105,0.07,2.0,34.0,0.175,0.1,0.1,0.12,1.3,2.6,4.9,4.8,8.0,26.0,2.2,1.5,3.6,1.9,0.35,4.0,0.0286425996015199
41.6,3.4,2.2,16.4,5.6,13.6,0.0,0.51,14.0,35.0,0.175,0.05,2.0,31.0,0.175,0.06,0.1,0.33,0.7,1.1,2.1,4.5,11.0,21.0,2.4,0.1,1.1,3.8,0.11,1.1,0.114137933575842
39.2,7.0,9.4,5.6,26.0,37.6,0.0,0.5,14.0,25.0,0.14,0.02,2.0,24.0,0.105,0.02,0.1,0.32,2.0,1.8,4.5,4.0,1.0,16.0,2.5,0.6,0.7,0.3,0.61,3.6,0.0294944230653357
41.6,11.8,5.8,18.8,17.6,30.4,0.0,0.51,14.0,30.0,0.175,0.01,2.0,35.0,0.035,0.01,0.1,0.06,2.2,1.3,4.6,1.9,24.0,3.0,3.9,3.0,1.7,0.5,0.58,1.7,0.0434499523348171
32.0,7.0,9.4,9.2,16.4,46.0,0.0,0.51,14.0,22.0,0.105,0.03,2.0,31.0,0.07,0.04,0.1,0.08,1.6,0.7,3.4,2.5,20.0,18.0,2.5,1.7,2.6,1.0,0.1,2.4,0.0361497343031274
32.0,2.2,8.2,16.4,20.0,17.2,0.0,0.5,14.0,26.0,0.105,0.1,2.0,28.0,0.14,0.01,0.1,0.08,1.4,2.2,4.6,3.0,29.0,6.0,0.1,2.5,3.5,0.2,0.89,2.2,0.039092859983757
21.2,5.8,3.4,5.6,23.6,25.6,0.0,0.51,14.0,32.0,0.14,0.08,2.0,35.0,0.175,0.04,0.1,0.25,2.1,4.2,4.2,4.1,22.0,11.0,2.8,0.8,3.6,0.1,0.43,2.9,0.144983587995674
10.4,11.8,8.2,18.8,5.6,42.4,0.0,0.5,14.0,24.0,0.105,0.1,2.0,35.0,0.105,0.04,0.1,0.45,0.5,1.9,3.0,3.0,8.0,30.0,1.3,1.4,0.6,1.4,0.37,1.6,0.126017503847029
29.6,8.2,5.8,11.6,17.6,47.2,0.0,0.51,14.0,35.0,0.105,0.01,2.0,29.0,0.105,0.05,0.1,0.26,1.5,0.5,4.0,4.0,11.0,1.0,1.6,1.8,4.6,2.9,0.4,2.9,0.0601413390716492
42.8,9.4,9.4,8.0,16.4,35.2,0.0,0.51,14.0,23.0,0.14,0.08,2.0,30.0,0.14,0.06,0.1,0.12,2.0,2.4,4.7,4.8,27.0,7.0,3.4,3.0,1.7,3.7,0.89,3.7,0.0061067739441123
22.4,9.4,3.4,10.4,14.0,6.4,0.0,0.5,14.0,25.0,0.07,0.03,2.0,33.0,0.175,0.01,0.1,0.29,1.6,3.2,3.7,3.3,0.0,18.0,3.4,1.0,3.7,3.8,1.36,1.5,0.142959507437291
46.4,2.2,13.0,16.4,15.2,16.0,0.0,0.51,14.0,26.0,0.175,0.09,2.0,25.0,0.175,0.01,0.1,0.46,1.5,1.0,3.9,1.3,29.0,19.0,3.2,0.9,4.0,1.4,0.98,1.1,0.0187259132863548
47.6,8.2,10.6,23.6,8.0,24.4,0.0,0.5,14.0,20.0,0.14,0.06,2.0,10.0,0.105,0.01,0.1,0.04,0.9,2.6,1.9,2.9,27.0,25.0,4.7,0.9,4.4,1.9,0.86,1.2,0.0212240004762325
17.6,10.6,13.0,21.2,23.6,28.0,0.0,0.5,14.0,16.0,0.14,0.03,2.0,12.0,0.14,0.07,0.1,0.26,2.6,2.0,4.5,3.9,21.0,12.0,3.6,0.9,3.8,4.5,0.6,3.7,0.0448277796530855
47.6,11.8,13.0,26.0,8.0,38.8,0.0,0.51,14.0,21.0,0.105,0.07,2.0,6.0,0.07,0.04,0.1,0.05,0.9,0.5,2.5,2.0,4.0,12.0,3.6,0.9,2.8,2.1,0.38,1.5,0.0174291407840594
24.8,10.6,9.4,24.8,16.4,29.2,0.0,0.51,14.0,28.0,0.105,0.1,2.0,4.0,0.14,0.02,0.1,0.38,0.9,0.4,4.7,1.8,13.0,30.0,3.1,0.2,0.1,4.8,0.27,1.1,0.0437468793946906
26.0,10.6,5.8,6.8,11.6,31.6,0.0,0.5,14.0,29.0,0.14,0.05,2.0,10.0,0.07,0.06,0.1,0.1,0.8,2.7,3.0,4.8,14.0,3.0,4.0,1.9,2.2,1.5,0.54,2.0,0.070598176729985
9.2,5.8,7.0,5.6,18.8,30.4,0.0,0.5,14.0,18.0,0.105,0.09,2.0,9.0,0.14,0.04,0.1,0.48,2.2,2.2,3.2,4.1,8.0,25.0,2.5,2.3,4.9,4.8,1.2,2.5,0.169300261701784
22.4,4.6,2.2,22.4,24.8,35.2,0.0,0.5,14.0,22.0,0.035,0.01,2.0,30.0,0.175,0.1,0.1,0.42,1.8,1.6,4.8,4.2,29.0,7.0,0.9,0.9,4.2,2.1,0.78,4.0,0.211685177977532
47.6,8.2,4.6,21.2,22.4,38.8,0.0,0.5,14.0,32.0,0.14,0.08,2.0,19.0,0.14,0.09,0.1,0.0,2.5,0.6,5.0,5.0,26.0,3.0,1.9,3.5,0.3,1.1,0.51,3.7,0.0485797228467911
47.6,11.8,2.2,11.6,11.6,34.0,0.0,0.5,14.0,11.0,0.105,0.08,2.0,28.0,0.175,0.02,0.1,0.28,1.1,1.1,4.4,4.6,14.0,20.0,2.9,3.7,2.9,2.1,1.06,2.6,0.099108795491803
15.2,11.8,8.2,6.8,20.0,41.2,0.0,0.51,14.0,26.0,0.105,0.03,2.0,14.0,0.07,0.05,0.1,0.15,1.0,2.0,3.9,3.0,15.0,10.0,2.7,0.6,2.8,1.0,0.91,2.7,0.0833289220208183
50.0,3.4,1.0,14.0,9.2,41.2,0.0,0.51,14.0,19.0,0.07,0.02,2.0,31.0,0.07,0.07,0.1,0.25,0.9,2.2,4.1,3.7,30.0,19.0,3.2,1.7,0.5,4.3,0.62,3.3,0.20391784164086
12.8,4.6,10.6,9.2,16.4,7.6,0.0,0.51,14.0,18.0,0.105,0.02,2.0,8.0,0.175,0.08,0.1,0.23,2.0,1.9,3.6,4.7,0.0,24.0,4.7,4.2,2.2,4.1,0.63,1.7,0.0795490649458647
23.6,7.0,7.0,17.6,9.2,13.6,0.0,0.5,14.0,34.0,0.105,0.1,2.0,20.0,0.14,0.03,0.1,0.5,0.9,2.2,2.1,3.6,10.0,28.0,0.7,3.3,4.6,1.1,0.84,1.6,0.0617993924801794
24.8,5.8,9.4,11.6,8.0,6.4,0.0,0.51,14.0,6.0,0.14,0.01,2.0,23.0,0.175,0.03,0.1,0.2,0.8,0.7,4.4,4.6,10.0,16.0,3.6,3.1,0.8,1.7,0.32,1.8,0.0485791274609075
48.8,9.4,8.2,26.0,11.6,28.0,0.0,0.51,14.0,30.0,0.14,0.09,2.0,7.0,0.175,0.08,0.1,0.3,1.2,2.1,3.4,2.2,22.0,9.0,3.6,2.6,5.0,4.6,0.36,2.1,0.0263936390045326
47.6,13.0,3.4,24.8,5.6,30.4,0.0,0.51,14.0,34.0,0.175,0.05,2.0,15.0,0.105,0.08,0.1,0.32,0.7,4.4,3.5,3.7,24.0,23.0,1.9,0.6,4.6,2.2,0.32,1.2,0.0683720516397944
12.8,2.2,3.4,24.8,9.2,38.8,0.0,0.5,14.0,22.0,0.105,0.02,2.0,18.0,0.175,0.1,0.1,0.32,0.8,2.5,4.9,4.6,16.0,29.0,2.2,1.8,3.2,2.5,0.26,2.4,0.0493298551039638
16.4,9.4,10.6,9.2,26.0,29.2,0.0,0.5,14.0,28.0,0.14,0.07,2.0,12.0,0.07,0.06,0.1,0.08,2.4,3.5,4.8,4.5,2.0,9.0,3.4,2.0,1.8,1.0,0.91,3.7,0.0590960472415312
50.0,2.2,7.0,18.8,24.8,40.0,0.0,0.5,14.0,27.0,0.105,0.01,2.0,13.0,0.105,0.1,0.1,0.42,2.3,3.4,4.5,4.3,24.0,0.0,2.5,0.9,4.9,3.6,1.97,3.3,0.0001809587552213
40.4,13.0,4.6,15.2,15.2,13.6,0.0,0.5,14.0,31.0,0.175,0.03,2.0,19.0,0.14,0.01,0.1,0.14,1.2,0.7,4.6,1.8,27.0,22.0,2.5,1.0,2.6,1.9,0.35,1.1,0.0570810384377857
23.6,4.6,2.2,5.6,16.4,49.6,0.0,0.51,14.0,27.0,0.035,0.01,2.0,10.0,0.14,0.07,0.1,0.02,1.6,0.4,4.7,3.6,2.0,20.0,0.1,1.0,3.8,0.6,0.39,1.8,0.204270366985046
14.0,4.6,8.2,11.6,3.2,49.6,0.0,0.51,14.0,20.0,0.14,0.04,2.0,18.0,0.14,0.09,0.1,0.42,0.4,2.0,1.8,1.7,25.0,1.0,0.5,3.6,4.4,2.1,0.23,1.0,0.0965747935011423
29.6,5.8,9.4,12.8,15.2,5.2,0.0,0.51,14.0,27.0,0.14,0.06,2.0,20.0,0.07,0.06,0.1,0.26,0.8,2.1,2.9,2.9,11.0,25.0,1.3,2.8,3.4,0.2,0.46,2.3,0.0376425452004033
9.2,8.2,13.0,18.8,16.4,19.6,0.0,0.51,14.0,3.0,0.105,0.08,2.0,19.0,0.105,0.02,0.1,0.39,1.7,0.2,5.0,3.2,17.0,19.0,2.6,4.3,1.1,2.6,0.12,1.3,0.0899515275830576
11.6,3.4,10.6,10.4,9.2,18.4,0.0,0.51,14.0,31.0,0.14,0.04,2.0,16.0,0.175,0.07,0.1,0.23,1.1,2.7,4.0,4.4,0.0,29.0,2.4,3.4,1.2,2.6,0.68,1.8,0.086682073612993
26.0,3.4,7.0,11.6,26.0,19.6,0.0,0.5,14.0,19.0,0.175,0.08,2.0,14.0,0.105,0.1,0.1,0.11,2.0,1.3,4.5,4.2,29.0,11.0,0.2,1.6,3.3,3.0,0.81,3.7,0.0573690946288274
35.6,2.2,10.6,18.8,6.8,26.8,0.0,0.51,14.0,29.0,0.175,0.02,2.0,31.0,0.14,0.1,0.1,0.37,0.9,0.5,3.6,3.6,0.0,30.0,3.6,0.8,4.4,4.9,0.27,2.1,0.0273002392620815
46.4,13.0,7.0,24.8,10.4,49.6,0.0,0.51,14.0,34.0,0.035,0.02,2.0,21.0,0.175,0.05,0.1,0.39,1.2,2.3,4.4,3.9,27.0,27.0,2.6,1.6,0.9,3.7,0.42,1.8,0.0327483060371547
48.8,13.0,5.8,26.0,26.0,34.0,0.0,0.51,14.0,24.0,0.175,0.02,2.0,20.0,0.105,0.03,0.1,0.0,1.2,2.9,4.7,4.6,6.0,25.0,2.2,4.5,3.8,2.9,0.47,3.2,0.0378680793816994
40.4,5.8,5.8,17.6,24.8,26.8,0.0,0.5,14.0,29.0,0.14,0.04,2.0,21.0,0.07,0.02,0.1,0.06,3.2,3.3,4.6,4.8,24.0,14.0,3.6,4.0,5.0,0.1,0.55,3.0,0.0445902774394403
14.0,10.6,10.6,24.8,23.6,8.8,0.0,0.51,14.0,29.0,0.105,0.06,2.0,34.0,0.14,0.02,0.1,0.24,1.5,1.9,4.5,4.5,19.0,18.0,2.7,4.2,1.0,2.6,0.31,3.1,0.0716185209942814
38.0,2.2,13.0,20.0,12.8,5.2,0.0,0.51,14.0,23.0,0.14,0.02,2.0,21.0,0.07,0.04,0.1,0.04,1.2,2.9,3.0,3.3,6.0,23.0,2.1,3.8,0.5,5.0,0.9,1.8,0.0206101702013703
28.4,3.4,9.4,15.2,23.6,10.0,0.0,0.51,14.0,23.0,0.035,0.01,2.0,13.0,0.105,0.05,0.1,0.4,3.0,2.3,4.5,3.2,14.0,5.0,2.9,2.9,3.4,0.8,1.6,3.0,0.0397785620755026
33.2,1.0,5.8,17.6,12.8,10.0,0.0,0.51,14.0,34.0,0.14,0.08,2.0,20.0,0.175,0.08,0.1,0.25,0.7,3.4,3.1,4.1,3.0,19.0,1.8,3.8,1.7,3.7,0.45,2.4,0.0512186665974206
17.6,10.6,4.6,5.6,14.0,41.2,0.0,0.5,14.0,25.0,0.175,0.1,2.0,16.0,0.175,0.1,0.1,0.12,1.3,0.6,3.1,4.8,17.0,16.0,2.7,1.0,4.3,5.0,0.24,2.5,0.131724440183654
42.8,13.0,3.4,11.6,11.6,19.6,0.0,0.51,14.0,30.0,0.14,0.04,2.0,24.0,0.175,0.08,0.1,0.12,0.6,4.0,3.0,3.0,23.0,2.0,0.5,2.2,0.3,3.5,0.1,2.8,0.0723562269251393
22.4,2.2,2.2,21.2,12.8,10.0,0.0,0.5,14.0,33.0,0.14,0.03,2.0,24.0,0.14,0.02,0.1,0.11,0.5,1.2,4.7,4.8,0.0,23.0,3.1,0.8,0.1,3.7,0.48,1.9,0.208475740713522
24.8,1.0,9.4,3.2,18.8,24.4,0.0,0.51,14.0,28.0,0.14,0.03,2.0,32.0,0.14,0.06,0.1,0.24,1.8,3.3,4.0,4.1,30.0,24.0,2.4,1.1,2.5,2.1,1.6,2.4,0.0079970637551101
20.0,4.6,7.0,12.8,23.6,47.2,0.0,0.5,14.0,20.0,0.105,0.07,2.0,34.0,0.175,0.09,0.1,0.43,2.3,1.6,4.0,4.0,15.0,12.0,1.2,0.5,2.1,1.3,0.57,3.9,0.0731113501292952
14.0,13.0,10.6,9.2,14.0,20.8,0.0,0.51,14.0,24.0,0.14,0.07,2.0,13.0,0.14,0.09,0.1,0.44,1.7,0.8,4.8,4.8,28.0,23.0,4.1,0.5,0.3,0.9,0.27,4.7,0.0710790514061809
26.0,5.8,5.8,22.4,18.8,16.0,0.0,0.51,14.0,25.0,0.14,0.08,2.0,11.0,0.14,0.04,0.1,0.33,1.5,0.7,4.9,4.8,22.0,6.0,0.6,3.2,2.6,0.6,0.12,4.3,0.0712243113938418
38.0,7.0,13.0,16.4,24.8,14.8,0.0,0.51,14.0,29.0,0.175,0.02,2.0,26.0,0.105,0.07,0.1,0.08,2.5,2.1,4.6,4.7,23.0,29.0,2.3,3.0,3.4,4.7,1.85,3.7,0.0205953242843161
20.0,8.2,5.8,20.0,10.4,30.4,0.0,0.51,14.0,33.0,0.14,0.09,2.0,17.0,0.175,0.01,0.1,0.23,0.9,0.9,2.2,3.2,15.0,22.0,2.7,3.8,4.0,0.2,0.64,1.7,0.0899851416054219
42.8,10.6,10.6,12.8,15.2,50.8,0.0,0.51,14.0,20.0,0.175,0.03,2.0,9.0,0.175,0.03,0.1,0.37,1.7,2.3,5.0,2.9,10.0,22.0,1.9,1.8,3.6,0.3,1.67,2.2,0.0232172114686436
36.8,3.4,3.4,22.4,9.2,38.8,0.0,0.5,14.0,26.0,0.105,0.08,2.0,5.0,0.105,0.01,0.1,0.18,1.1,2.5,5.0,2.2,26.0,24.0,3.0,2.7,3.1,0.4,0.8,2.1,0.0857310490057321
42.8,4.6,7.0,9.2,16.4,31.6,0.0,0.51,14.0,19.0,0.14,0.06,2.0,10.0,0.035,0.02,0.1,0.1,1.6,1.6,3.7,4.6,26.0,26.0,4.2,1.3,0.6,4.2,0.38,2.3,0.035920979546041
51.2,11.8,13.0,26.0,23.6,30.4,0.0,0.51,14.0,31.0,0.105,0.08,2.0,35.0,0.175,0.04,0.1,0.33,1.6,1.7,4.3,4.3,1.0,12.0,3.2,2.9,2.0,1.6,1.14,3.5,0.0161822230528573
14.0,11.8,11.8,26.0,17.6,28.0,0.0,0.51,14.0,19.0,0.14,0.05,2.0,17.0,0.175,0.09,0.1,0.48,1.1,1.5,3.0,4.7,24.0,17.0,2.4,2.9,4.0,1.9,0.45,2.8,0.0616146150769137
36.8,8.2,11.8,4.4,20.0,30.4,0.0,0.5,14.0,24.0,0.07,0.07,2.0,33.0,0.175,0.06,0.1,0.22,1.6,3.2,3.4,3.3,6.0,21.0,4.2,3.3,1.3,0.1,0.2,2.8,0.0252844737641729
52.4,10.6,4.6,14.0,4.4,23.2,0.0,0.51,14.0,23.0,0.175,0.09,2.0,19.0,0.07,0.02,0.1,0.23,0.2,0.2,2.8,1.8,6.0,2.0,3.2,1.5,1.0,3.0,0.11,1.3,0.0480924501202375
32.0,9.4,5.8,21.2,15.2,13.6,0.0,0.5,14.0,27.0,0.175,0.04,2.0,18.0,0.14,0.08,0.1,0.28,1.1,1.2,4.3,2.9,1.0,22.0,1.1,1.4,3.2,2.8,1.02,2.4,0.0564910636675515
33.2,11.8,3.4,12.8,9.2,19.6,0.0,0.5,14.0,29.0,0.105,0.1,2.0,14.0,0.105,0.08,0.1,0.05,0.9,2.6,2.5,3.4,20.0,18.0,1.8,4.1,1.4,3.1,0.11,1.0,0.0960149962635406
51.2,11.8,4.6,16.4,26.0,48.4,0.0,0.5,14.0,32.0,0.14,0.09,2.0,11.0,0.175,0.07,0.1,0.24,1.4,1.8,5.0,5.0,6.0,19.0,3.5,0.6,1.1,0.7,0.19,4.2,0.0433906301520932
14.0,1.0,10.6,2.0,9.2,14.8,0.0,0.5,14.0,30.0,0.105,0.09,2.0,18.0,0.105,0.04,0.1,0.08,0.9,2.2,3.7,4.3,28.0,20.0,0.2,3.8,2.9,1.1,0.45,2.3,0.0721555263268024
21.2,4.6,3.4,10.4,10.4,38.8,0.0,0.5,14.0,34.0,0.105,0.02,2.0,16.0,0.175,0.09,0.1,0.23,1.2,3.1,2.4,4.5,15.0,13.0,4.0,1.4,4.6,4.5,1.1,1.1,0.146383320599562
17.6,10.6,8.2,5.6,10.4,31.6,0.0,0.51,14.0,35.0,0.07,0.03,2.0,23.0,0.14,0.03,0.1,0.38,0.5,1.3,4.7,4.7,1.0,28.0,4.7,1.9,1.4,2.8,0.1,2.2,0.0755724893985249
45.2,11.8,10.6,24.8,15.2,50.8,0.0,0.5,14.0,29.0,0.14,0.07,2.0,33.0,0.105,0.07,0.1,0.04,1.3,0.8,4.9,3.4,11.0,23.0,2.0,2.6,4.9,2.7,0.29,1.7,0.0218330190186167
33.2,10.6,7.0,21.2,15.2,19.6,0.0,0.5,14.0,33.0,0.14,0.07,2.0,18.0,0.14,0.1,0.1,0.06,1.3,0.9,2.7,2.7,27.0,3.0,2.4,2.6,1.5,1.9,0.43,2.5,0.0443849366908969
21.2,8.2,9.4,24.8,6.8,41.2,0.0,0.5,14.0,32.0,0.035,0.01,2.0,22.0,0.175,0.09,0.1,0.08,0.6,1.9,3.1,2.8,30.0,11.0,2.0,2.1,4.9,3.1,0.53,1.6,0.0517363173997297
48.8,7.0,13.0,22.4,18.8,31.6,0.0,0.51,14.0,25.0,0.14,0.02,2.0,17.0,0.175,0.08,0.1,0.23,2.4,2.7,3.5,2.6,30.0,30.0,1.0,2.0,3.4,4.7,0.9,2.2,0.0164355878058717
32.0,3.4,4.6,23.6,26.0,44.8,0.0,0.5,14.0,32.0,0.07,0.05,2.0,30.0,0.07,0.02,0.1,0.02,3.2,2.7,4.3,4.7,26.0,0.0,2.9,1.9,3.4,1.8,0.51,3.6,0.0709207100003984
27.2,2.2,10.6,21.2,12.8,37.6,0.0,0.51,14.0,26.0,0.175,0.09,2.0,21.0,0.175,0.09,0.1,0.31,1.3,2.8,3.1,3.3,29.0,30.0,0.3,4.9,2.1,0.5,0.89,1.8,0.0369768151830889
21.2,11.8,3.4,24.8,10.4,5.2,0.0,0.51,14.0,8.0,0.07,0.04,2.0,16.0,0.175,0.07,0.1,0.03,0.8,1.0,2.6,5.0,17.0,21.0,4.1,1.1,4.0,2.8,0.55,2.5,0.146758376656463
35.6,5.8,10.6,20.0,12.8,19.6,0.0,0.5,14.0,24.0,0.175,0.04,2.0,31.0,0.07,0.03,0.1,0.5,1.0,2.3,4.3,3.4,28.0,30.0,4.2,4.6,3.1,2.1,0.35,2.8,0.0274555730199887
30.8,11.8,13.0,9.2,26.0,11.2,0.0,0.51,14.0,25.0,0.105,0.1,2.0,31.0,0.105,0.04,0.1,0.4,3.0,1.3,4.4,4.9,8.0,17.0,4.9,3.8,3.0,4.2,0.97,3.5,0.0267657431620488
23.6,4.6,2.2,24.8,18.8,42.4,0.0,0.5,14.0,34.0,0.035,0.01,2.0,8.0,0.175,0.07,0.1,0.08,2.4,1.6,4.1,3.5,5.0,29.0,0.5,5.0,2.5,3.9,0.97,2.9,0.197452427890531
