w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,Copperloss_Tx
39.2,7.0,8.2,17.6,11.6,11.2,0.0,0.5,14.0,34.0,0.14,0.03,2.0,12.0,0.175,0.02,0.1,0.47,1.0,2.1,2.0,4.3,14.0,25.0,0.7,4.1,2.6,0.2,0.38,1.9,8.15463096748724
46.4,10.6,7.0,22.4,15.2,24.4,0.0,0.5,14.0,14.0,0.175,0.09,2.0,4.0,0.105,0.05,0.1,0.45,1.6,1.7,3.8,2.0,12.0,6.0,5.0,0.8,4.1,2.3,0.9,1.5,5.61345990395932
46.4,10.6,7.0,22.4,15.2,24.4,0.0,0.5,14.0,14.0,0.175,0.09,2.0,4.0,0.105,0.05,0.1,0.45,1.6,1.7,3.8,2.0,12.0,6.0,5.0,0.8,4.1,2.3,0.9,1.5,5.61345990395932
46.4,10.6,7.0,22.4,15.2,24.4,0.0,0.5,14.0,14.0,0.175,0.09,2.0,4.0,0.105,0.05,0.1,0.45,1.6,1.7,3.8,2.0,12.0,6.0,5.0,0.8,4.1,2.3,0.9,1.5,5.61345990395932
33.2,5.8,9.4,22.4,14.0,28.0,0.0,0.5,14.0,26.0,0.14,0.09,2.0,18.0,0.175,0.08,0.1,0.37,0.9,1.2,3.6,4.7,6.0,9.0,3.6,3.9,4.6,0.3,0.73,2.2,4.24513505708043
48.8,5.8,7.0,3.2,5.6,36.4,0.0,0.51,14.0,34.0,0.175,0.01,2.0,9.0,0.07,0.04,0.1,0.12,0.5,3.2,3.3,1.7,1.0,29.0,2.4,2.5,1.0,3.1,0.49,1.5,8.84078709427483
28.4,1.0,10.6,5.6,16.4,38.8,0.0,0.51,14.0,15.0,0.105,0.01,2.0,28.0,0.035,0.03,0.1,0.04,0.8,0.8,5.0,2.9,29.0,14.0,2.4,3.0,1.1,3.2,0.28,2.1,8.50073966666696
26.0,5.8,13.0,18.8,17.6,13.6,0.0,0.51,14.0,33.0,0.105,0.02,2.0,8.0,0.14,0.09,0.1,0.48,1.9,1.9,3.5,3.9,0.0,15.0,3.7,1.8,3.2,1.8,0.21,1.8,16.5927441643811
34.4,10.6,9.4,5.6,18.8,40.0,0.0,0.5,14.0,27.0,0.105,0.08,2.0,33.0,0.14,0.07,0.1,0.37,0.9,2.8,4.0,4.5,26.0,20.0,0.8,3.9,0.9,0.4,0.11,2.6,29.7204553814919
34.4,11.8,9.4,8.0,10.4,43.6,0.0,0.51,14.0,19.0,0.105,0.09,2.0,13.0,0.035,0.03,0.1,0.23,0.6,0.8,4.1,2.2,19.0,23.0,1.2,4.2,2.9,0.4,0.53,1.6,6.65628109175762
44.0,10.6,8.2,3.2,3.2,16.0,0.0,0.51,14.0,27.0,0.175,0.09,2.0,34.0,0.035,0.02,0.1,0.24,0.4,3.3,1.7,1.3,19.0,19.0,1.3,4.8,2.6,1.9,0.3,1.2,8.86758429536222
42.8,11.8,8.2,8.0,4.4,5.2,0.0,0.5,14.0,18.0,0.07,0.06,2.0,10.0,0.07,0.02,0.1,0.47,0.2,1.9,2.1,4.6,17.0,30.0,0.7,2.1,1.1,1.6,0.11,1.2,19.4879363287518
30.8,5.8,10.6,6.8,17.6,36.4,0.0,0.5,14.0,16.0,0.14,0.04,2.0,23.0,0.14,0.07,0.1,0.34,0.9,1.5,2.8,2.9,19.0,0.0,5.0,2.4,1.6,2.2,0.5,2.7,5.05947710686827
26.0,8.2,13.0,12.8,21.2,13.6,0.0,0.51,14.0,28.0,0.105,0.08,2.0,19.0,0.105,0.1,0.1,0.5,0.8,2.1,4.9,3.7,11.0,12.0,0.4,1.8,2.9,1.6,0.76,3.5,5.1700793717669
41.6,8.2,8.2,17.6,4.4,17.2,0.0,0.51,14.0,32.0,0.07,0.01,2.0,4.0,0.175,0.08,0.1,0.49,0.5,1.6,2.4,2.0,22.0,10.0,4.4,1.6,2.3,2.5,0.34,1.4,16.3392598620197
39.2,13.0,9.4,20.0,5.6,31.6,0.0,0.51,14.0,16.0,0.14,0.03,2.0,26.0,0.14,0.06,0.1,0.4,0.6,0.4,3.3,4.7,20.0,0.0,1.1,3.6,2.0,3.7,0.19,2.0,13.0497524181011
29.6,5.8,10.6,14.0,10.4,52.0,0.0,0.51,14.0,13.0,0.14,0.02,2.0,5.0,0.07,0.06,0.1,0.4,0.7,1.1,2.7,2.8,3.0,22.0,4.1,0.2,4.0,1.6,0.64,1.9,4.39598290728785
30.8,1.0,10.6,8.0,10.4,37.6,0.0,0.51,14.0,22.0,0.14,0.05,2.0,14.0,0.105,0.08,0.1,0.15,1.2,2.4,2.4,3.6,5.0,9.0,2.6,1.8,2.1,3.9,0.66,2.0,4.28395814591464
40.4,8.2,8.2,4.4,12.8,20.8,0.0,0.51,14.0,15.0,0.105,0.07,2.0,19.0,0.035,0.03,0.1,0.35,1.4,1.5,4.7,4.1,2.0,24.0,4.4,1.1,2.2,3.3,0.62,3.3,6.80427032388255
40.4,4.6,8.2,6.8,22.4,4.0,0.0,0.5,14.0,31.0,0.175,0.04,2.0,32.0,0.07,0.07,0.1,0.44,2.1,0.8,4.3,3.4,29.0,6.0,4.2,4.3,4.6,1.0,0.74,2.7,5.62525864284127
28.4,9.4,11.8,4.4,12.8,4.0,0.0,0.51,14.0,13.0,0.105,0.04,2.0,29.0,0.105,0.06,0.1,0.32,0.8,1.6,4.3,4.5,23.0,29.0,4.1,0.3,2.1,2.7,0.32,4.2,8.5644284124625
46.4,2.2,7.0,5.6,23.6,32.8,0.0,0.51,14.0,17.0,0.14,0.09,2.0,15.0,0.07,0.05,0.1,0.31,0.9,1.2,4.3,3.7,16.0,14.0,4.1,0.7,2.4,2.6,0.83,2.8,4.40503457150521
30.8,9.4,10.6,6.8,15.2,32.8,0.0,0.5,14.0,30.0,0.105,0.08,2.0,23.0,0.14,0.04,0.1,0.19,1.5,3.2,4.7,4.4,29.0,6.0,1.0,4.0,2.7,1.5,1.1,4.2,4.95206081301837
47.6,3.4,7.0,4.4,16.4,36.4,0.0,0.5,14.0,22.0,0.07,0.04,2.0,21.0,0.175,0.07,0.1,0.24,2.1,1.5,5.0,5.0,7.0,10.0,2.9,0.4,4.7,3.9,1.1,2.9,7.12849287485557
34.4,4.6,9.4,21.2,20.0,37.6,0.0,0.51,14.0,19.0,0.14,0.02,2.0,9.0,0.175,0.05,0.1,0.48,1.7,2.1,5.0,3.9,25.0,26.0,4.0,1.4,0.8,1.7,1.48,2.4,4.12422295956497
36.8,4.6,9.4,2.0,5.6,29.2,0.0,0.5,14.0,31.0,0.07,0.05,2.0,19.0,0.035,0.03,0.1,0.28,0.5,2.2,2.8,4.9,0.0,22.0,3.6,1.4,0.5,3.2,0.43,1.7,11.3253093780474
30.8,2.2,10.6,11.6,20.0,53.2,0.0,0.5,14.0,30.0,0.175,0.09,2.0,21.0,0.175,0.02,0.1,0.2,1.8,1.1,3.8,4.2,1.0,26.0,4.7,1.9,1.5,4.5,0.31,2.6,6.1463745910502
39.2,5.8,8.2,26.0,15.2,29.2,0.0,0.51,14.0,29.0,0.105,0.1,2.0,23.0,0.175,0.01,0.1,0.45,1.5,2.2,3.5,2.7,15.0,13.0,0.4,3.0,4.3,1.4,1.45,1.3,6.15073349342227
35.6,7.0,9.4,10.4,21.2,11.2,0.0,0.5,14.0,33.0,0.105,0.09,2.0,18.0,0.105,0.06,0.1,0.33,1.9,0.6,4.8,3.8,18.0,11.0,0.6,1.7,4.8,4.9,0.11,2.3,28.3002598956442
24.8,3.4,13.0,8.0,14.0,53.2,0.0,0.5,14.0,21.0,0.14,0.1,2.0,13.0,0.14,0.04,0.1,0.17,0.8,1.6,3.0,2.4,23.0,25.0,1.6,0.8,3.1,2.1,0.15,2.1,12.6270203112667
50.0,9.4,7.0,24.8,26.0,32.8,0.0,0.51,14.0,31.0,0.105,0.01,2.0,33.0,0.175,0.02,0.1,0.3,1.2,2.4,4.6,4.9,23.0,23.0,2.6,1.3,3.3,5.0,0.54,3.4,9.57532809132488
46.4,11.8,7.0,10.4,10.4,38.8,0.0,0.51,14.0,15.0,0.175,0.04,2.0,30.0,0.105,0.02,0.1,0.38,0.9,0.9,3.5,5.0,8.0,29.0,0.3,1.3,2.6,3.4,0.12,2.1,17.2573377031029
35.6,7.0,9.4,15.2,24.8,22.0,0.0,0.5,14.0,18.0,0.105,0.08,2.0,11.0,0.175,0.1,0.1,0.25,2.6,1.1,4.5,4.4,20.0,4.0,5.0,0.4,4.3,2.0,0.47,3.5,18.6109093860522
9.2,9.4,13.0,9.2,23.6,52.0,0.0,0.51,14.0,35.0,0.035,0.02,2.0,29.0,0.105,0.04,0.1,0.49,2.6,1.5,4.9,4.2,15.0,1.0,1.3,2.5,4.8,0.4,0.64,2.7,15.1760824244724
39.2,5.8,8.2,15.2,15.2,12.4,0.0,0.5,14.0,33.0,0.175,0.1,2.0,21.0,0.175,0.04,0.1,0.36,0.7,4.0,4.1,3.2,25.0,11.0,1.5,4.7,1.1,2.8,0.32,1.3,8.49088017658262
51.2,9.4,7.0,16.4,5.6,50.8,0.0,0.5,14.0,16.0,0.14,0.08,2.0,22.0,0.105,0.03,0.1,0.48,0.5,2.0,2.2,4.6,7.0,26.0,3.5,3.8,5.0,2.9,0.42,1.0,8.45731682053377
41.6,11.8,8.2,10.4,22.4,52.0,0.0,0.51,14.0,35.0,0.14,0.08,2.0,16.0,0.14,0.02,0.1,0.23,1.5,2.4,4.6,4.4,11.0,24.0,4.6,1.5,3.5,3.7,0.67,4.0,5.61813899440998
40.4,2.2,8.2,3.2,15.2,28.0,0.0,0.51,14.0,20.0,0.105,0.1,2.0,9.0,0.035,0.03,0.1,0.08,1.4,1.5,4.4,4.1,11.0,5.0,0.9,2.0,3.5,4.3,0.35,1.2,9.50437326173479
52.4,5.8,7.0,11.6,8.0,34.0,0.0,0.5,14.0,19.0,0.07,0.07,2.0,25.0,0.14,0.09,0.1,0.37,1.0,2.5,4.9,4.7,11.0,21.0,3.5,3.4,3.6,4.7,0.23,1.2,27.9512979364204
47.6,2.2,7.0,10.4,8.0,13.6,0.0,0.5,14.0,25.0,0.105,0.05,2.0,11.0,0.07,0.02,0.1,0.11,0.6,1.5,3.4,4.2,11.0,19.0,0.5,2.2,0.5,1.7,0.23,3.3,15.5933038073292
26.0,7.0,13.0,15.2,11.6,23.2,0.0,0.51,14.0,33.0,0.105,0.07,2.0,10.0,0.175,0.09,0.1,0.28,1.5,3.3,4.5,4.8,28.0,6.0,3.0,3.4,1.7,4.6,0.67,1.1,6.47403657401304
30.8,5.8,10.6,21.2,14.0,46.0,0.0,0.51,14.0,13.0,0.14,0.1,2.0,9.0,0.14,0.09,0.1,0.19,1.4,1.2,2.7,4.4,13.0,8.0,4.1,4.3,1.1,1.2,0.5,1.9,5.5805354910145
33.2,7.0,11.8,15.2,3.2,40.0,0.0,0.51,14.0,29.0,0.105,0.1,2.0,5.0,0.035,0.02,0.1,0.22,0.4,1.4,1.4,1.3,19.0,12.0,2.4,4.7,3.6,4.9,0.28,1.2,8.31656511046396
45.2,3.4,7.0,18.8,26.0,48.4,0.0,0.51,14.0,18.0,0.175,0.05,2.0,14.0,0.105,0.02,0.1,0.3,1.9,1.8,4.8,4.0,6.0,26.0,2.2,0.3,2.7,2.4,0.64,3.6,4.71867551025083
28.4,5.8,11.8,21.2,10.4,46.0,0.0,0.51,14.0,12.0,0.175,0.07,2.0,30.0,0.175,0.01,0.1,0.15,0.8,1.2,4.3,4.9,22.0,9.0,1.3,1.2,2.0,3.1,0.41,3.3,7.41385967436715
40.4,11.8,8.2,22.4,9.2,34.0,0.0,0.51,14.0,22.0,0.105,0.01,2.0,27.0,0.105,0.09,0.1,0.37,1.0,2.4,2.0,2.0,2.0,26.0,2.1,2.3,2.7,4.1,0.18,1.9,23.1895971815207
27.2,4.6,13.0,16.4,24.8,17.2,0.0,0.51,14.0,31.0,0.175,0.09,2.0,33.0,0.175,0.07,0.1,0.2,2.6,1.5,4.1,4.2,9.0,9.0,1.9,1.3,4.0,0.9,0.2,3.9,5.92141428325334
27.2,4.6,13.0,16.4,24.8,17.2,0.0,0.51,14.0,31.0,0.175,0.09,2.0,33.0,0.175,0.07,0.1,0.2,2.6,1.5,4.1,4.2,9.0,9.0,1.9,1.3,4.0,0.9,0.2,3.9,5.92141428325334
27.2,4.6,13.0,16.4,24.8,17.2,0.0,0.51,14.0,31.0,0.175,0.09,2.0,33.0,0.175,0.07,0.1,0.2,2.6,1.5,4.1,4.2,9.0,9.0,1.9,1.3,4.0,0.9,0.2,3.9,5.92141428325334
32.0,13.0,10.6,16.4,17.6,36.4,0.0,0.51,14.0,33.0,0.105,0.03,2.0,18.0,0.105,0.06,0.1,0.46,2.4,1.1,3.6,4.9,11.0,9.0,2.6,2.0,0.9,0.8,0.18,2.2,19.7132594088747
42.8,13.0,8.2,3.2,8.0,52.0,0.0,0.51,14.0,29.0,0.035,0.02,2.0,33.0,0.175,0.08,0.1,0.49,1.0,2.3,3.2,3.1,3.0,15.0,2.3,2.2,2.0,1.5,0.54,2.5,19.7189541882201
28.4,11.8,11.8,14.0,15.2,23.2,0.0,0.51,14.0,13.0,0.175,0.09,2.0,23.0,0.175,0.1,0.1,0.44,0.7,1.2,3.8,4.9,3.0,7.0,3.6,4.6,3.5,0.5,0.15,1.1,11.2622069577064
30.8,8.2,11.8,16.4,4.4,7.6,0.0,0.5,14.0,28.0,0.14,0.05,2.0,6.0,0.175,0.01,0.1,0.36,0.4,0.7,2.5,4.5,14.0,19.0,1.8,2.8,2.3,0.7,0.12,1.1,13.2258899203494
36.8,3.4,3.4,23.6,10.4,40.0,0.0,0.51,14.0,14.0,0.105,0.04,2.0,11.0,0.035,0.02,0.1,0.32,0.4,1.4,4.3,2.9,8.0,9.0,3.5,1.3,3.9,4.7,0.38,1.3,14.2435166758726
35.6,13.0,10.6,26.0,3.2,23.2,0.0,0.5,14.0,9.0,0.175,0.09,2.0,6.0,0.14,0.06,0.1,0.4,0.4,1.0,1.6,3.3,25.0,5.0,1.4,1.0,3.3,4.2,0.21,1.5,10.2942483988316
48.8,8.2,7.0,4.4,9.2,19.6,0.0,0.51,14.0,19.0,0.14,0.02,2.0,23.0,0.07,0.04,0.1,0.49,1.1,0.5,4.3,3.3,19.0,6.0,1.9,3.7,0.5,5.0,0.26,1.8,10.1008294549077
32.0,9.4,10.6,17.6,18.8,18.4,0.0,0.5,14.0,32.0,0.105,0.03,2.0,11.0,0.105,0.1,0.1,0.31,1.9,2.1,4.9,4.6,11.0,11.0,2.5,5.0,4.9,3.4,0.8,3.0,6.12087912486738
50.0,2.2,7.0,11.6,16.4,19.6,0.0,0.51,14.0,33.0,0.175,0.04,2.0,23.0,0.035,0.02,0.1,0.0,1.7,3.3,4.1,2.0,9.0,7.0,0.8,1.3,3.5,1.2,1.24,1.2,6.1075311165035
35.6,8.2,9.4,26.0,18.8,35.2,0.0,0.51,14.0,15.0,0.14,0.07,2.0,22.0,0.175,0.1,0.1,0.36,2.4,1.9,4.6,2.5,29.0,29.0,2.7,4.5,0.9,5.0,0.81,1.3,5.441752526708
52.4,5.8,7.0,11.6,5.6,50.8,0.0,0.51,14.0,27.0,0.175,0.08,2.0,17.0,0.105,0.03,0.1,0.19,0.6,2.4,2.4,3.2,1.0,27.0,2.3,0.5,0.4,1.0,0.18,1.1,14.0216313722051
35.6,7.0,9.4,10.4,21.2,36.4,0.0,0.5,14.0,25.0,0.07,0.02,2.0,21.0,0.105,0.07,0.1,0.15,1.3,3.0,5.0,3.1,26.0,6.0,2.9,0.2,3.3,3.4,0.45,2.1,13.1387020315275
29.6,2.2,10.6,17.6,18.8,5.2,0.0,0.5,14.0,16.0,0.14,0.08,2.0,21.0,0.175,0.03,0.1,0.42,1.2,1.8,4.1,4.1,14.0,4.0,0.6,3.0,4.1,2.9,1.17,1.7,3.8685358964472
41.6,2.2,8.2,15.2,3.2,4.0,0.0,0.51,14.0,15.0,0.14,0.09,2.0,22.0,0.14,0.03,0.1,0.27,0.3,0.6,1.6,4.1,27.0,11.0,2.8,0.1,1.2,2.4,0.17,1.4,13.8661404809546
41.6,2.2,8.2,15.2,3.2,4.0,0.0,0.51,14.0,15.0,0.14,0.09,2.0,22.0,0.14,0.03,0.1,0.27,0.3,0.6,1.6,4.1,27.0,11.0,2.8,0.1,1.2,2.4,0.17,1.4,13.8661404809546
41.6,2.2,8.2,15.2,3.2,4.0,0.0,0.51,14.0,15.0,0.14,0.09,2.0,22.0,0.14,0.03,0.1,0.27,0.3,0.6,1.6,4.1,27.0,11.0,2.8,0.1,1.2,2.4,0.17,1.4,13.8661404809546
47.6,2.2,7.0,8.0,14.0,24.4,0.0,0.5,14.0,9.0,0.105,0.05,2.0,33.0,0.14,0.1,0.1,0.27,1.7,1.1,5.0,3.8,3.0,5.0,0.3,3.2,0.4,3.3,0.99,2.0,5.60179011867376
32.0,11.8,10.6,9.2,23.6,46.0,0.0,0.5,14.0,15.0,0.175,0.03,2.0,26.0,0.07,0.04,0.1,0.09,3.0,0.8,4.9,3.9,29.0,13.0,3.1,4.6,4.3,3.7,0.73,2.5,4.8711048882517
32.0,11.8,10.6,9.2,23.6,46.0,0.0,0.5,14.0,15.0,0.175,0.03,2.0,26.0,0.07,0.04,0.1,0.09,3.0,0.8,4.9,3.9,29.0,13.0,3.1,4.6,4.3,3.7,0.73,2.5,4.8711048882517
32.0,11.8,10.6,9.2,23.6,46.0,0.0,0.5,14.0,15.0,0.175,0.03,2.0,26.0,0.07,0.04,0.1,0.09,3.0,0.8,4.9,3.9,29.0,13.0,3.1,4.6,4.3,3.7,0.73,2.5,4.8711048882517
26.0,13.0,13.0,18.8,17.6,46.0,0.0,0.51,14.0,29.0,0.14,0.07,2.0,30.0,0.105,0.09,0.1,0.39,2.0,3.4,4.4,3.2,23.0,21.0,3.0,3.0,1.3,0.6,0.94,2.1,4.87977151395323
32.0,13.0,10.6,18.8,24.8,31.6,0.0,0.51,14.0,35.0,0.175,0.06,2.0,31.0,0.105,0.02,0.1,0.49,2.4,4.5,4.5,4.7,10.0,11.0,0.2,4.3,2.8,0.8,0.67,3.5,5.67031864702065
50.0,7.0,7.0,6.8,6.8,32.8,0.0,0.51,14.0,15.0,0.105,0.08,2.0,25.0,0.035,0.01,0.1,0.3,0.5,2.0,3.1,3.1,18.0,23.0,2.0,1.9,3.6,2.4,0.27,1.5,13.9779950774884
26.0,3.4,13.0,17.6,11.6,48.4,0.0,0.51,14.0,27.0,0.175,0.1,2.0,9.0,0.14,0.09,0.1,0.38,1.1,0.3,2.9,3.6,14.0,28.0,1.1,2.3,2.9,4.8,0.25,1.6,6.68004937842024
28.4,13.0,11.8,22.4,12.8,28.0,0.0,0.51,14.0,16.0,0.175,0.06,2.0,19.0,0.105,0.01,0.1,0.13,1.1,0.5,4.8,4.9,30.0,12.0,1.4,2.0,0.8,4.3,0.29,3.2,11.2562132721852
35.6,13.0,9.4,18.8,16.4,43.6,0.0,0.51,14.0,22.0,0.105,0.07,2.0,7.0,0.14,0.08,0.1,0.36,1.7,1.4,3.8,3.6,17.0,6.0,0.6,4.9,0.3,3.1,0.62,1.3,7.11158351664872
33.2,4.6,10.6,3.2,15.2,22.0,0.0,0.51,14.0,27.0,0.105,0.01,2.0,14.0,0.07,0.02,0.1,0.3,0.7,0.9,4.0,2.8,26.0,19.0,2.3,4.4,1.2,0.7,0.51,1.8,6.2753482535031
32.0,8.2,10.6,12.8,18.8,48.4,0.0,0.5,14.0,26.0,0.07,0.06,2.0,6.0,0.035,0.02,0.1,0.27,1.2,1.0,4.5,2.9,30.0,10.0,3.5,3.6,4.8,3.0,0.5,2.7,9.50100979286401
36.8,10.6,9.4,10.4,22.4,44.8,0.0,0.5,14.0,29.0,0.14,0.09,2.0,19.0,0.105,0.01,0.1,0.31,1.0,1.7,4.5,3.8,16.0,8.0,4.6,3.0,3.9,1.5,0.15,2.4,16.366189228905
28.4,7.0,13.0,20.0,4.4,6.4,0.0,0.5,14.0,22.0,0.175,0.06,2.0,12.0,0.07,0.06,0.1,0.31,0.3,2.4,1.6,2.9,22.0,14.0,2.6,2.8,1.5,4.2,0.19,1.1,10.8337704660173
45.2,11.8,7.0,10.4,4.4,49.6,0.0,0.51,14.0,29.0,0.14,0.09,2.0,24.0,0.105,0.08,0.1,0.43,0.4,2.3,2.3,3.0,11.0,12.0,3.2,4.2,3.3,0.9,0.17,1.1,16.3608295637532
42.8,7.0,8.2,6.8,17.6,37.6,0.0,0.5,14.0,29.0,0.105,0.02,2.0,18.0,0.105,0.02,0.1,0.46,0.7,2.7,4.4,3.7,22.0,13.0,3.8,0.4,1.0,0.7,0.69,2.1,7.88279579597219
42.8,4.6,8.2,14.0,23.6,8.8,0.0,0.5,14.0,31.0,0.105,0.04,2.0,17.0,0.175,0.08,0.1,0.21,1.7,2.0,5.0,3.7,29.0,6.0,4.3,2.9,2.3,0.4,0.61,2.6,7.35140024708007
28.4,8.2,11.8,8.0,10.4,44.8,0.0,0.51,14.0,17.0,0.105,0.09,2.0,34.0,0.175,0.08,0.1,0.43,1.2,2.3,4.8,5.0,1.0,25.0,3.2,2.6,3.4,5.0,0.29,4.0,10.6851060829797
33.2,7.0,10.6,12.8,16.4,46.0,0.0,0.5,14.0,18.0,0.105,0.05,2.0,28.0,0.14,0.07,0.1,0.47,1.8,1.5,4.4,3.1,14.0,4.0,3.8,3.2,0.9,3.9,1.41,3.0,4.82478681721449
52.4,10.6,7.0,3.2,4.4,19.6,0.0,0.5,14.0,34.0,0.14,0.01,2.0,14.0,0.035,0.01,0.1,0.14,0.4,3.8,2.9,2.9,14.0,12.0,1.2,1.3,4.3,3.3,0.14,1.0,6.31643376236035
50.0,2.2,7.0,9.2,18.8,5.2,0.0,0.51,14.0,17.0,0.035,0.01,2.0,25.0,0.175,0.1,0.1,0.48,2.2,1.2,4.6,3.4,18.0,4.0,2.4,1.3,4.4,3.5,0.64,2.6,19.1723829315448
29.6,5.8,11.8,6.8,18.8,11.2,0.0,0.5,14.0,15.0,0.14,0.08,2.0,14.0,0.105,0.05,0.1,0.49,2.5,0.8,5.0,3.4,24.0,29.0,1.3,5.0,2.8,4.2,0.6,2.8,4.8121683510992
39.2,4.6,9.4,26.0,8.0,34.0,0.0,0.5,14.0,12.0,0.07,0.03,2.0,22.0,0.175,0.03,0.1,0.28,1.0,1.2,4.8,2.8,25.0,12.0,4.4,0.3,0.3,2.9,0.25,1.9,8.51085246079695
39.2,4.6,9.4,26.0,8.0,34.0,0.0,0.5,14.0,12.0,0.07,0.03,2.0,22.0,0.175,0.03,0.1,0.28,1.0,1.2,4.8,2.8,25.0,12.0,4.4,0.3,0.3,2.9,0.25,1.9,8.51085246079695
39.2,4.6,9.4,26.0,8.0,34.0,0.0,0.5,14.0,12.0,0.07,0.03,2.0,22.0,0.175,0.03,0.1,0.28,1.0,1.2,4.8,2.8,25.0,12.0,4.4,0.3,0.3,2.9,0.25,1.9,8.51085246079695
26.0,13.0,13.0,12.8,16.4,41.2,0.0,0.5,14.0,35.0,0.175,0.05,2.0,26.0,0.14,0.02,0.1,0.14,1.5,1.8,4.6,3.7,27.0,23.0,4.1,1.8,3.4,2.0,0.97,2.7,3.74599214506155
48.8,7.0,7.0,23.6,12.8,31.6,0.0,0.51,14.0,28.0,0.14,0.01,2.0,16.0,0.07,0.05,0.1,0.14,1.3,2.0,3.3,2.9,21.0,18.0,5.0,2.6,4.8,4.0,0.41,1.1,9.19833511122435
27.2,3.4,13.0,22.4,21.2,46.0,0.0,0.5,14.0,23.0,0.14,0.01,2.0,14.0,0.105,0.01,0.1,0.1,2.1,2.9,4.4,4.6,25.0,18.0,3.2,2.6,2.6,3.7,0.57,2.1,6.03602933492256
32.0,9.4,10.6,21.2,10.4,24.4,0.0,0.51,14.0,26.0,0.14,0.1,2.0,12.0,0.105,0.02,0.1,0.33,1.1,2.9,4.5,3.9,22.0,25.0,3.8,1.4,3.6,1.9,0.68,3.7,5.23313114551453
36.8,3.4,9.4,26.0,22.4,25.6,0.0,0.51,14.0,30.0,0.175,0.05,2.0,18.0,0.105,0.03,0.1,0.36,1.7,1.6,4.6,4.6,9.0,15.0,2.4,1.1,2.5,0.1,0.86,4.0,3.62444440804725
27.2,9.4,13.0,6.8,6.8,13.6,0.0,0.5,14.0,18.0,0.14,0.1,2.0,11.0,0.175,0.04,0.1,0.33,0.6,1.7,2.4,2.6,18.0,25.0,4.9,2.9,2.6,3.7,0.2,1.8,9.73825730441152
50.0,7.0,7.0,12.8,18.8,12.4,0.0,0.51,14.0,33.0,0.105,0.05,2.0,26.0,0.175,0.08,0.1,0.29,2.1,3.3,5.0,4.8,9.0,7.0,3.5,1.0,2.3,2.2,0.75,2.7,11.793243067059
27.2,7.0,13.0,14.0,26.0,48.4,0.0,0.5,14.0,30.0,0.105,0.08,2.0,30.0,0.14,0.06,0.1,0.28,3.3,2.5,4.5,4.8,12.0,16.0,0.7,0.8,1.9,3.8,0.74,3.8,6.06813531676198
52.4,10.6,7.0,11.6,10.4,49.6,0.0,0.51,14.0,19.0,0.175,0.02,2.0,27.0,0.07,0.05,0.1,0.1,1.2,0.9,3.4,2.5,30.0,11.0,3.3,3.6,3.9,4.1,0.63,1.0,6.83743304141044
50.0,2.2,3.4,4.4,15.2,12.4,0.0,0.5,14.0,33.0,0.105,0.07,2.0,26.0,0.07,0.04,0.1,0.46,1.3,2.9,4.7,5.0,17.0,15.0,1.7,0.6,0.5,0.2,0.97,2.3,4.91466650189799
50.0,8.2,7.0,11.6,17.6,32.8,0.0,0.5,14.0,28.0,0.105,0.05,2.0,20.0,0.105,0.07,0.1,0.32,1.9,1.0,3.3,4.4,1.0,1.0,1.0,4.9,1.0,1.1,0.83,2.2,7.10962865983048
38.0,9.4,9.4,20.0,3.2,48.4,0.0,0.51,14.0,33.0,0.175,0.1,2.0,29.0,0.175,0.05,0.1,0.46,0.3,1.0,1.6,2.0,3.0,13.0,0.4,3.8,4.5,4.2,0.16,1.0,12.5515784994023
36.8,3.4,9.4,4.4,20.0,29.2,0.0,0.5,14.0,10.0,0.105,0.01,2.0,28.0,0.14,0.01,0.1,0.15,1.5,1.0,4.9,3.7,14.0,3.0,3.5,1.0,1.5,0.3,0.65,1.5,6.20706205649814
27.2,2.2,13.0,16.4,23.6,29.2,0.0,0.51,14.0,24.0,0.175,0.07,2.0,34.0,0.175,0.07,0.1,0.44,1.3,3.0,4.8,3.0,30.0,4.0,0.7,1.7,1.6,0.5,0.79,2.5,9.72984381135504
29.6,8.2,11.8,22.4,18.8,11.2,0.0,0.51,14.0,32.0,0.14,0.08,2.0,34.0,0.175,0.08,0.1,0.37,2.4,3.7,4.1,2.2,9.0,20.0,0.4,0.4,2.1,4.4,0.38,1.7,9.34760558436277
39.2,4.6,9.4,22.4,14.0,20.8,0.0,0.5,14.0,34.0,0.14,0.08,2.0,30.0,0.105,0.07,0.1,0.2,1.3,2.5,3.7,4.0,1.0,19.0,4.6,2.8,0.6,0.4,1.0,3.0,4.47142023109281
50.0,1.0,7.0,6.8,20.0,36.4,0.0,0.51,14.0,33.0,0.175,0.04,2.0,28.0,0.105,0.09,0.1,0.27,1.4,2.3,4.9,3.8,1.0,7.0,4.4,4.9,3.0,2.5,1.09,3.1,3.58915972098187
