w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_left
52.4,13.0,8.2,23.6,18.8,17.2,0.0,0.5,14.0,29.0,0.175,0.04,2.0,16.0,0.07,0.04,0.1,0.04,2.1,1.7,4.3,2.7,8.0,14.0,0.7,1.6,3.0,3.4,1.35,2.0,0.0124854132678375
30.8,3.4,13.0,24.8,22.4,42.4,0.0,0.51,14.0,33.0,0.175,0.08,2.0,18.0,0.14,0.02,0.1,0.23,1.1,3.0,5.0,4.0,9.0,30.0,2.8,0.7,2.8,4.6,0.15,2.5,0.0641699759225792
46.4,10.6,9.4,18.8,23.6,52.0,0.0,0.51,14.0,32.0,0.175,0.04,2.0,30.0,0.14,0.03,0.1,0.42,1.6,3.9,4.6,3.8,26.0,27.0,4.0,4.5,0.4,0.2,1.13,3.3,0.0163826998713002
39.2,10.6,11.8,18.8,4.4,43.6,0.0,0.5,14.0,33.0,0.105,0.09,2.0,8.0,0.105,0.08,0.1,0.24,0.3,1.2,1.8,1.2,7.0,25.0,1.0,2.3,4.4,1.2,0.1,1.1,0.0204355220546331
46.4,9.4,9.4,14.0,15.2,31.6,0.0,0.5,14.0,21.0,0.14,0.06,2.0,11.0,0.175,0.01,0.1,0.47,1.5,2.7,4.7,4.8,27.0,1.0,1.2,4.1,1.1,0.5,0.41,2.1,0.0179171088497206
33.2,11.8,13.0,24.8,26.0,5.2,0.0,0.5,14.0,29.0,0.14,0.09,2.0,24.0,0.14,0.02,0.1,0.21,3.0,1.2,4.5,4.7,10.0,12.0,3.6,1.4,0.6,3.7,0.1,3.6,0.0214907536044846
39.2,4.6,11.8,6.8,8.0,46.0,0.0,0.51,14.0,24.0,0.105,0.01,2.0,29.0,0.07,0.01,0.1,0.04,0.4,2.1,2.2,2.7,20.0,10.0,5.0,2.4,0.8,3.1,0.29,1.4,0.0444946171754829
51.2,3.4,8.2,22.4,18.8,30.4,0.0,0.51,14.0,34.0,0.14,0.07,2.0,35.0,0.07,0.04,0.1,0.45,1.7,1.6,4.4,3.8,15.0,25.0,2.6,3.7,4.6,3.0,0.89,3.2,0.0417091840177971
46.4,10.6,9.4,18.8,14.0,30.4,0.0,0.51,14.0,28.0,0.105,0.07,2.0,30.0,0.105,0.05,0.1,0.21,1.7,2.8,3.5,3.1,19.0,5.0,1.2,4.6,5.0,3.9,1.44,1.3,0.017131255786322
46.4,10.6,9.4,18.8,14.0,30.4,0.0,0.51,14.0,28.0,0.105,0.07,2.0,30.0,0.105,0.05,0.1,0.21,1.7,2.8,3.5,3.1,19.0,5.0,1.2,4.6,5.0,3.9,1.44,1.3,0.017131255786322
46.4,10.6,9.4,18.8,14.0,30.4,0.0,0.51,14.0,28.0,0.105,0.07,2.0,30.0,0.105,0.05,0.1,0.21,1.7,2.8,3.5,3.1,19.0,5.0,1.2,4.6,5.0,3.9,1.44,1.3,0.017131255786322
36.8,10.6,13.0,6.8,3.2,37.6,0.0,0.51,14.0,11.0,0.175,0.05,2.0,26.0,0.14,0.03,0.1,0.49,0.3,0.5,1.4,1.3,0.0,30.0,4.9,0.7,0.7,2.5,0.26,1.0,0.0205487239685485
36.8,10.6,13.0,6.8,3.2,37.6,0.0,0.51,14.0,11.0,0.175,0.05,2.0,26.0,0.14,0.03,0.1,0.49,0.3,0.5,1.4,1.3,0.0,30.0,4.9,0.7,0.7,2.5,0.26,1.0,0.0205487239685485
36.8,10.6,13.0,6.8,3.2,37.6,0.0,0.51,14.0,11.0,0.175,0.05,2.0,26.0,0.14,0.03,0.1,0.49,0.3,0.5,1.4,1.3,0.0,30.0,4.9,0.7,0.7,2.5,0.26,1.0,0.0205487239685485
38.0,11.8,11.8,24.8,23.6,35.2,0.0,0.51,14.0,35.0,0.14,0.08,2.0,10.0,0.14,0.02,0.1,0.3,3.1,1.8,4.7,4.3,14.0,26.0,2.2,1.8,3.7,2.0,0.14,2.8,0.0186996221347851
39.2,9.4,11.8,8.0,3.2,5.2,0.0,0.5,14.0,15.0,0.07,0.03,2.0,11.0,0.105,0.08,0.1,0.34,0.2,1.8,1.4,2.9,5.0,2.0,2.0,4.6,3.3,0.6,0.14,1.3,0.024007648770487
52.4,13.0,8.2,9.2,21.2,50.8,0.0,0.5,14.0,35.0,0.105,0.04,2.0,23.0,0.175,0.07,0.1,0.41,2.6,2.9,4.9,5.0,28.0,10.0,2.1,1.9,1.2,4.4,1.35,3.5,0.0122341132745494
36.8,13.0,11.8,8.0,8.0,17.2,0.0,0.5,14.0,35.0,0.175,0.06,2.0,30.0,0.105,0.05,0.1,0.37,0.7,2.1,4.0,2.8,17.0,0.0,2.5,4.9,4.3,1.7,0.45,1.4,0.0178148725678707
47.6,7.0,9.4,20.0,4.4,5.2,0.0,0.5,14.0,34.0,0.14,0.09,2.0,32.0,0.105,0.08,0.1,0.42,0.3,2.6,2.2,3.8,20.0,28.0,3.4,2.8,3.8,1.9,0.13,1.6,0.026522080266453
44.0,3.4,10.6,21.2,4.4,42.4,0.0,0.5,14.0,17.0,0.07,0.03,2.0,31.0,0.07,0.01,0.1,0.25,0.5,1.1,1.5,5.0,8.0,2.0,0.5,1.8,1.8,3.8,0.39,1.4,0.0547826077541726
47.6,9.4,9.4,14.0,4.4,42.4,0.0,0.5,14.0,17.0,0.175,0.01,2.0,34.0,0.14,0.01,0.1,0.26,0.5,1.6,2.9,4.1,7.0,10.0,0.2,3.9,0.2,2.4,0.19,1.3,0.0210552792362471
40.4,2.2,10.6,23.6,18.8,35.2,0.0,0.51,14.0,14.0,0.175,0.04,2.0,31.0,0.14,0.04,0.1,0.48,1.8,0.9,4.3,3.5,18.0,18.0,0.8,4.9,0.2,4.3,0.88,2.8,0.076093615754645
52.4,4.6,8.2,18.8,8.0,43.6,0.0,0.5,14.0,35.0,0.105,0.02,2.0,26.0,0.07,0.01,0.1,0.24,0.7,3.1,3.3,4.5,26.0,12.0,4.8,1.5,0.6,4.6,0.54,3.2,0.0344382127637884
39.2,7.0,11.8,5.6,4.4,46.0,0.0,0.51,14.0,16.0,0.105,0.01,2.0,18.0,0.14,0.07,0.1,0.27,0.5,0.8,2.4,1.7,18.0,22.0,1.3,4.3,3.4,3.8,0.45,1.1,0.0298309434597557
33.2,10.6,13.0,22.4,18.8,52.0,0.0,0.51,14.0,34.0,0.105,0.06,2.0,23.0,0.175,0.02,0.1,0.25,2.4,0.9,4.7,2.6,30.0,21.0,2.2,2.8,3.1,0.9,0.77,2.5,0.0239331597180343
45.2,11.8,9.4,24.8,26.0,26.8,0.0,0.51,14.0,28.0,0.07,0.06,2.0,19.0,0.175,0.05,0.1,0.41,1.1,2.5,5.0,4.8,20.0,20.0,2.6,3.4,4.2,3.1,0.9,3.6,0.0130407013385264
47.6,8.2,9.4,26.0,22.4,16.0,0.0,0.51,14.0,33.0,0.07,0.05,2.0,27.0,0.105,0.04,0.1,0.16,2.0,3.9,4.8,4.8,12.0,2.0,0.6,2.3,0.9,4.3,1.56,4.2,0.0223824766838901
47.6,8.2,9.4,26.0,22.4,16.0,0.0,0.51,14.0,33.0,0.07,0.05,2.0,27.0,0.105,0.04,0.1,0.16,2.0,3.9,4.8,4.8,12.0,2.0,0.6,2.3,0.9,4.3,1.56,4.2,0.0223824766838892
38.0,5.8,11.8,21.2,26.0,8.8,0.0,0.51,14.0,29.0,0.175,0.08,2.0,23.0,0.175,0.04,0.1,0.33,2.2,2.7,4.8,4.7,10.0,23.0,4.4,0.5,4.7,3.1,1.21,3.4,0.0364558761482181
38.0,5.8,11.8,21.2,26.0,8.8,0.0,0.51,14.0,29.0,0.175,0.08,2.0,23.0,0.175,0.04,0.1,0.33,2.2,2.7,4.8,4.7,10.0,23.0,4.4,0.5,4.7,3.1,1.21,3.4,0.0364558761482181
38.0,5.8,11.8,21.2,26.0,8.8,0.0,0.51,14.0,29.0,0.175,0.08,2.0,23.0,0.175,0.04,0.1,0.33,2.2,2.7,4.8,4.7,10.0,23.0,4.4,0.5,4.7,3.1,1.21,3.4,0.0364558761482181
52.4,7.0,8.2,26.0,6.8,22.0,0.0,0.5,14.0,31.0,0.105,0.04,2.0,30.0,0.14,0.04,0.1,0.24,0.4,4.2,2.0,2.3,4.0,26.0,4.2,1.8,3.7,4.2,0.18,1.9,0.0233606422402174
46.4,11.8,9.4,18.8,5.6,14.8,0.0,0.51,14.0,13.0,0.105,0.08,2.0,9.0,0.035,0.02,0.1,0.09,0.6,1.1,2.9,4.4,25.0,23.0,4.1,3.9,2.9,4.8,0.59,2.0,0.0167367123500291
44.0,5.8,10.6,11.6,3.2,30.4,0.0,0.5,14.0,7.0,0.175,0.04,2.0,24.0,0.175,0.06,0.1,0.4,0.2,0.6,1.5,3.5,24.0,1.0,5.0,1.6,3.0,2.2,0.12,1.4,0.0330736554724156
38.0,3.4,11.8,8.0,14.0,47.2,0.0,0.5,14.0,18.0,0.07,0.07,2.0,17.0,0.14,0.06,0.1,0.27,1.7,2.2,3.4,3.8,27.0,17.0,2.4,1.5,1.1,3.9,0.16,1.7,0.0604063807560513
38.0,3.4,11.8,10.4,20.0,6.4,0.0,0.5,14.0,32.0,0.105,0.03,2.0,33.0,0.105,0.07,0.1,0.25,2.2,2.5,4.9,2.1,11.0,25.0,2.8,0.8,0.9,2.1,1.45,1.9,0.0627910782801472
46.4,8.2,10.6,4.4,12.8,42.4,0.0,0.5,14.0,20.0,0.14,0.03,2.0,19.0,0.07,0.03,0.1,0.3,1.3,1.1,3.4,4.6,30.0,26.0,4.6,1.1,4.0,2.5,0.27,2.0,0.0195526578191995
47.6,13.0,9.4,11.6,24.8,20.8,0.0,0.51,14.0,16.0,0.14,0.03,2.0,25.0,0.175,0.03,0.1,0.34,2.6,2.1,4.8,4.4,15.0,15.0,3.0,0.2,1.4,4.4,0.18,3.5,0.014277107737866
40.4,4.6,11.8,26.0,6.8,29.2,0.0,0.5,14.0,32.0,0.175,0.02,2.0,13.0,0.105,0.04,0.1,0.14,0.7,3.8,1.7,3.0,25.0,3.0,3.0,3.8,0.7,2.9,0.36,1.4,0.0429446119033598
46.4,3.4,9.4,9.2,17.6,31.6,0.0,0.5,14.0,29.0,0.175,0.01,2.0,14.0,0.035,0.02,0.1,0.32,1.4,1.1,3.4,3.6,16.0,5.0,2.6,0.3,3.8,2.8,0.37,2.0,0.0467110907911453
42.8,8.2,10.6,4.4,11.6,26.8,0.0,0.5,14.0,28.0,0.035,0.03,2.0,12.0,0.14,0.07,0.1,0.32,0.5,0.8,5.0,4.7,17.0,10.0,1.1,3.5,4.6,4.0,0.32,1.7,0.0229444421327336
51.2,8.2,9.4,4.4,3.2,6.4,0.0,0.5,14.0,33.0,0.105,0.03,2.0,11.0,0.07,0.05,0.1,0.29,0.3,1.6,1.5,2.4,1.0,16.0,4.5,1.3,1.4,3.7,0.13,1.1,0.0206205694787566
51.2,8.2,9.4,4.4,3.2,6.4,0.0,0.5,14.0,33.0,0.105,0.03,2.0,11.0,0.07,0.05,0.1,0.29,0.3,1.6,1.5,2.4,1.0,16.0,4.5,1.3,1.4,3.7,0.13,1.1,0.0206205694787566
51.2,8.2,9.4,4.4,3.2,6.4,0.0,0.5,14.0,33.0,0.105,0.03,2.0,11.0,0.07,0.05,0.1,0.29,0.3,1.6,1.5,2.4,1.0,16.0,4.5,1.3,1.4,3.7,0.13,1.1,0.0206205694787566
39.2,2.2,11.8,15.2,3.2,6.4,0.0,0.51,14.0,33.0,0.105,0.03,2.0,10.0,0.035,0.01,0.1,0.1,0.3,3.0,1.6,1.7,2.0,4.0,5.0,0.7,2.3,0.6,0.26,1.2,0.0931977629364201
47.6,10.6,9.4,9.2,17.6,20.8,0.0,0.51,14.0,27.0,0.105,0.02,2.0,5.0,0.14,0.07,0.1,0.44,1.6,0.5,4.3,2.7,24.0,30.0,1.7,3.7,1.0,1.2,0.49,1.5,0.016932828402129
48.8,10.6,9.4,24.8,17.6,28.0,0.0,0.5,14.0,34.0,0.175,0.04,2.0,25.0,0.07,0.01,0.1,0.34,2.1,1.9,3.8,4.8,7.0,0.0,4.5,2.1,1.3,4.7,0.14,2.2,0.016356727483161
47.6,5.8,9.4,4.4,6.8,50.8,0.0,0.5,14.0,19.0,0.14,0.01,2.0,16.0,0.07,0.02,0.1,0.5,0.6,1.5,3.2,4.6,15.0,11.0,0.5,0.8,1.1,1.4,0.46,2.5,0.0310346794041294
40.4,10.6,11.8,20.0,10.4,17.2,0.0,0.51,14.0,29.0,0.105,0.04,2.0,18.0,0.07,0.07,0.1,0.13,1.0,2.4,2.1,3.5,5.0,0.0,3.2,1.5,1.4,1.0,0.89,1.5,0.0182366862829068
38.0,9.4,11.8,12.8,5.6,5.2,0.0,0.51,14.0,32.0,0.105,0.03,2.0,17.0,0.035,0.01,0.1,0.13,0.5,1.5,2.4,1.2,15.0,14.0,3.7,2.0,3.9,3.9,0.37,1.1,0.0251388821379802
44.0,9.4,10.6,12.8,6.8,41.2,0.0,0.5,14.0,22.0,0.105,0.03,2.0,8.0,0.035,0.02,0.1,0.35,0.8,1.4,2.7,2.9,5.0,3.0,4.9,0.9,0.6,0.8,0.51,2.4,0.0199788494712627
41.6,5.8,11.8,8.0,5.6,49.6,0.0,0.5,14.0,28.0,0.105,0.04,2.0,24.0,0.175,0.09,0.1,0.49,0.6,2.6,3.0,2.9,23.0,30.0,1.3,3.9,4.9,0.6,0.18,1.7,0.0332994318393154
42.8,10.6,10.6,10.4,17.6,29.2,0.0,0.51,14.0,20.0,0.14,0.04,2.0,26.0,0.07,0.01,0.1,0.47,2.3,1.2,4.7,4.3,10.0,10.0,3.4,0.4,4.4,3.5,0.59,2.2,0.0189140452363379
42.8,7.0,10.6,16.4,14.0,7.6,0.0,0.51,14.0,27.0,0.105,0.05,2.0,35.0,0.07,0.04,0.1,0.45,1.3,2.9,4.6,4.8,2.0,28.0,1.1,2.2,4.7,2.8,0.6,1.4,0.0262317942880062
35.6,3.4,13.0,9.2,12.8,36.4,0.0,0.5,14.0,35.0,0.14,0.03,2.0,20.0,0.175,0.08,0.1,0.41,1.5,2.3,2.7,2.3,24.0,29.0,4.0,0.8,0.7,3.2,0.96,1.8,0.0625009032769388
35.6,4.6,13.0,6.8,17.6,30.4,0.0,0.5,14.0,30.0,0.14,0.02,2.0,10.0,0.07,0.04,0.1,0.13,2.3,3.8,3.7,3.1,0.0,10.0,3.9,0.1,0.7,4.6,0.85,2.6,0.0513938954550766
39.2,11.8,11.8,8.0,17.6,12.4,0.0,0.51,14.0,27.0,0.035,0.02,2.0,27.0,0.14,0.03,0.1,0.33,2.2,3.2,4.8,3.5,20.0,26.0,0.8,2.3,4.2,0.4,0.29,1.1,0.0202618443260111
36.8,13.0,13.0,10.4,18.8,10.0,0.0,0.51,14.0,35.0,0.105,0.1,2.0,20.0,0.105,0.03,0.1,0.22,1.4,2.6,4.6,3.4,2.0,3.0,3.0,2.1,0.5,4.9,0.95,3.3,0.0155094126518206
44.0,13.0,10.6,10.4,6.8,5.2,0.0,0.5,14.0,34.0,0.175,0.07,2.0,16.0,0.105,0.08,0.1,0.13,0.9,0.3,4.7,2.0,5.0,0.0,0.3,4.3,3.7,3.2,0.16,1.3,0.0153814080163298
35.6,10.6,13.0,17.6,8.0,4.0,0.0,0.5,14.0,29.0,0.175,0.02,2.0,7.0,0.105,0.05,0.1,0.22,1.0,3.1,2.9,4.6,3.0,6.0,2.7,1.8,2.4,3.2,0.73,1.1,0.0239360668438441
48.8,13.0,9.4,9.2,11.6,7.6,0.0,0.5,14.0,18.0,0.07,0.05,2.0,17.0,0.14,0.04,0.1,0.31,1.5,2.4,4.6,1.8,18.0,21.0,2.8,1.5,1.4,0.2,0.47,1.6,0.0137187611611564
42.8,13.0,10.6,22.4,12.8,26.8,0.0,0.5,14.0,25.0,0.105,0.03,2.0,10.0,0.14,0.06,0.1,0.38,1.5,3.0,4.7,4.9,23.0,28.0,1.3,2.5,0.6,2.7,0.96,3.4,0.0154918540736328
40.4,9.4,11.8,24.8,6.8,18.4,0.0,0.51,14.0,35.0,0.105,0.03,2.0,6.0,0.14,0.08,0.1,0.27,0.6,4.2,3.6,2.7,5.0,28.0,1.7,1.9,0.8,4.4,0.36,1.3,0.0221883329976684
42.8,13.0,10.6,17.6,17.6,14.8,0.0,0.5,14.0,35.0,0.105,0.07,2.0,33.0,0.035,0.03,0.1,0.28,1.3,4.4,3.1,4.1,1.0,5.0,2.8,0.3,3.3,0.3,0.54,2.9,0.0143319593257338
47.6,11.8,9.4,23.6,16.4,7.6,0.0,0.5,14.0,18.0,0.105,0.09,2.0,17.0,0.14,0.09,0.1,0.31,1.2,1.4,4.6,4.5,7.0,20.0,2.3,2.0,0.1,0.3,0.68,3.4,0.0139038721918079
38.0,8.2,11.8,20.0,11.6,13.6,0.0,0.5,14.0,13.0,0.105,0.02,2.0,35.0,0.105,0.06,0.1,0.36,0.6,0.7,3.2,4.1,5.0,11.0,3.9,1.3,1.5,3.8,0.1,1.5,0.0230331556922441
38.0,8.2,11.8,20.0,11.6,13.6,0.0,0.5,14.0,13.0,0.105,0.02,2.0,35.0,0.105,0.06,0.1,0.36,0.6,0.7,3.2,4.1,5.0,11.0,3.9,1.3,1.5,3.8,0.1,1.5,0.0230331556922441
38.0,8.2,11.8,20.0,11.6,13.6,0.0,0.5,14.0,13.0,0.105,0.02,2.0,35.0,0.105,0.06,0.1,0.36,0.6,0.7,3.2,4.1,5.0,11.0,3.9,1.3,1.5,3.8,0.1,1.5,0.0230331556922441
51.2,7.0,9.4,12.8,4.4,50.8,0.0,0.51,14.0,29.0,0.175,0.1,2.0,17.0,0.105,0.03,0.1,0.36,0.5,4.0,1.2,2.5,25.0,8.0,4.9,0.5,1.7,4.8,0.11,1.1,0.0223679842668447
51.2,13.0,9.4,26.0,5.6,49.6,0.0,0.51,14.0,25.0,0.175,0.04,2.0,14.0,0.035,0.03,0.1,0.47,0.6,1.7,2.7,2.6,28.0,29.0,0.6,1.9,3.1,1.9,0.59,1.6,0.0132707582202423
35.6,10.6,13.0,6.8,15.2,10.0,0.0,0.51,14.0,15.0,0.14,0.08,2.0,19.0,0.14,0.04,0.1,0.18,1.7,1.5,4.3,4.2,19.0,7.0,0.1,3.9,4.9,5.0,0.84,3.8,0.0229933233241303
35.6,10.6,13.0,22.4,4.4,52.0,0.0,0.51,14.0,21.0,0.105,0.06,2.0,14.0,0.175,0.04,0.1,0.2,0.5,0.7,1.9,3.3,25.0,3.0,4.4,1.8,1.5,0.9,0.22,1.1,0.022989318310816
35.6,4.6,13.0,12.8,17.6,18.4,0.0,0.5,14.0,31.0,0.175,0.02,2.0,31.0,0.105,0.06,0.1,0.09,1.4,1.4,4.3,3.2,19.0,25.0,4.2,3.7,0.6,3.6,0.64,1.9,0.0435705438676419
39.2,9.4,11.8,21.2,15.2,14.8,0.0,0.51,14.0,27.0,0.14,0.01,2.0,19.0,0.14,0.06,0.1,0.27,1.6,3.3,4.4,4.7,20.0,11.0,4.6,0.6,0.8,0.7,0.74,3.1,0.022794050834013
44.0,13.0,10.6,17.6,26.0,49.6,0.0,0.5,14.0,33.0,0.14,0.04,2.0,15.0,0.035,0.01,0.1,0.39,2.6,3.8,4.7,4.0,0.0,29.0,2.8,0.3,1.9,2.2,0.32,3.7,0.0138424333339174
38.0,7.0,11.8,24.8,6.8,40.0,0.0,0.5,14.0,13.0,0.105,0.06,2.0,11.0,0.105,0.06,0.1,0.33,0.3,0.6,4.9,4.6,6.0,23.0,3.5,1.0,4.8,0.9,0.22,1.0,0.0250913942823204
48.8,5.8,9.4,16.4,24.8,37.6,0.0,0.51,14.0,19.0,0.14,0.07,2.0,25.0,0.14,0.09,0.1,0.33,1.4,1.9,4.2,4.7,21.0,28.0,2.4,3.4,2.5,4.7,0.9,3.9,0.0283350257911325
38.0,2.2,11.8,22.4,18.8,16.0,0.0,0.51,14.0,18.0,0.07,0.01,2.0,30.0,0.105,0.04,0.1,0.36,2.3,1.4,5.0,4.9,26.0,8.0,3.3,2.9,1.7,3.1,0.58,4.3,0.0873248052031009
39.2,5.8,11.8,17.6,17.6,13.6,0.0,0.5,14.0,26.0,0.07,0.01,2.0,34.0,0.07,0.05,0.1,0.14,1.9,3.3,4.9,4.7,0.0,30.0,1.9,1.2,4.9,2.0,1.07,3.6,0.0361086759520311
50.0,7.0,9.4,6.8,11.6,5.2,0.0,0.5,14.0,31.0,0.035,0.03,2.0,25.0,0.105,0.04,0.1,0.26,1.4,1.7,2.4,2.4,4.0,29.0,0.4,0.7,0.6,0.1,1.38,1.6,0.026491742941051
44.0,2.2,10.6,22.4,22.4,5.2,0.0,0.5,14.0,26.0,0.105,0.04,2.0,18.0,0.07,0.06,0.1,0.08,1.9,2.3,4.5,4.7,28.0,17.0,0.8,2.3,4.9,1.6,0.84,2.6,0.0704529466181389
44.0,8.2,10.6,11.6,24.8,20.8,0.0,0.5,14.0,35.0,0.105,0.05,2.0,22.0,0.105,0.06,0.1,0.48,2.4,2.9,4.7,3.5,10.0,0.0,2.5,4.9,2.2,3.5,1.52,3.3,0.0218646561369418
50.0,10.6,9.4,6.8,20.0,8.8,0.0,0.5,14.0,35.0,0.105,0.1,2.0,27.0,0.175,0.09,0.1,0.44,1.1,1.1,4.0,4.1,3.0,17.0,4.9,4.5,1.5,4.0,0.1,2.5,0.0149699065344693
38.0,5.8,11.8,24.8,3.2,40.0,0.0,0.5,14.0,29.0,0.105,0.03,2.0,25.0,0.105,0.09,0.1,0.2,0.3,3.5,1.2,4.4,18.0,26.0,1.1,0.3,1.9,1.5,0.13,1.0,0.0345259413319369
38.0,5.8,11.8,24.8,3.2,40.0,0.0,0.5,14.0,29.0,0.105,0.03,2.0,25.0,0.105,0.09,0.1,0.2,0.3,3.5,1.2,4.4,18.0,26.0,1.1,0.3,1.9,1.5,0.13,1.0,0.0345259413319369
38.0,5.8,11.8,24.8,3.2,40.0,0.0,0.5,14.0,29.0,0.105,0.03,2.0,25.0,0.105,0.09,0.1,0.2,0.3,3.5,1.2,4.4,18.0,26.0,1.1,0.3,1.9,1.5,0.13,1.0,0.0345259413319369
51.2,3.4,9.4,26.0,24.8,47.2,0.0,0.51,14.0,28.0,0.175,0.09,2.0,22.0,0.07,0.03,0.1,0.29,1.2,2.3,4.9,4.1,10.0,20.0,0.9,3.1,3.0,0.7,0.26,3.4,0.041515751403259
44.0,4.6,10.6,16.4,16.4,52.0,0.0,0.5,14.0,15.0,0.175,0.03,2.0,27.0,0.105,0.07,0.1,0.36,1.5,0.8,4.1,4.7,10.0,3.0,4.1,4.4,2.3,4.2,0.22,4.0,0.0393721702056574
36.8,11.8,13.0,21.2,26.0,36.4,0.0,0.5,14.0,33.0,0.035,0.01,2.0,13.0,0.14,0.08,0.1,0.36,1.2,2.4,4.3,4.6,21.0,28.0,5.0,0.6,3.2,1.8,0.82,3.8,0.018061262838403
40.4,4.6,11.8,3.2,9.2,46.0,0.0,0.5,14.0,25.0,0.14,0.07,2.0,32.0,0.105,0.05,0.1,0.26,1.2,1.8,2.6,2.0,20.0,21.0,0.4,4.2,4.6,2.5,0.52,1.2,0.0446755265968073
40.4,13.0,11.8,12.8,9.2,34.0,0.0,0.51,14.0,29.0,0.07,0.03,2.0,5.0,0.035,0.03,0.1,0.07,0.6,0.4,4.0,2.6,12.0,26.0,1.4,1.8,3.4,2.5,0.16,1.5,0.016252004443797
40.4,13.0,11.8,12.8,9.2,34.0,0.0,0.51,14.0,29.0,0.07,0.03,2.0,5.0,0.035,0.03,0.1,0.07,0.6,0.4,4.0,2.6,12.0,26.0,1.4,1.8,3.4,2.5,0.16,1.5,0.016252004443797
40.4,13.0,11.8,12.8,9.2,34.0,0.0,0.51,14.0,29.0,0.07,0.03,2.0,5.0,0.035,0.03,0.1,0.07,0.6,0.4,4.0,2.6,12.0,26.0,1.4,1.8,3.4,2.5,0.16,1.5,0.016252004443797
39.2,2.2,11.8,22.4,8.0,25.6,0.0,0.51,14.0,26.0,0.14,0.08,2.0,28.0,0.105,0.06,0.1,0.12,1.0,0.7,3.9,4.3,30.0,12.0,1.1,2.5,0.8,3.0,0.65,1.8,0.0888237822931129
50.0,4.6,9.4,8.0,10.4,16.0,0.0,0.51,14.0,17.0,0.07,0.04,2.0,6.0,0.175,0.07,0.1,0.35,1.1,2.0,4.8,1.7,14.0,6.0,3.8,0.1,1.2,0.7,0.72,1.6,0.0327545064067239
50.0,13.0,9.4,11.6,17.6,16.0,0.0,0.5,14.0,28.0,0.105,0.03,2.0,12.0,0.175,0.09,0.1,0.48,2.0,2.6,4.4,1.6,19.0,12.0,1.7,3.2,0.2,1.2,1.68,1.0,0.0136443851271063
44.0,5.8,10.6,20.0,8.0,16.0,0.0,0.5,14.0,17.0,0.175,0.1,2.0,26.0,0.105,0.09,0.1,0.27,0.6,1.4,2.0,2.3,9.0,12.0,2.9,1.2,4.3,0.7,0.54,1.9,0.0312620963927764
50.0,7.0,9.4,18.8,26.0,10.0,0.0,0.5,14.0,21.0,0.175,0.05,2.0,32.0,0.07,0.03,0.1,0.43,3.1,2.5,5.0,4.3,12.0,23.0,3.9,1.0,1.7,1.4,0.14,3.2,0.0236100717946702
36.8,10.6,13.0,10.4,22.4,31.6,0.0,0.51,14.0,18.0,0.105,0.1,2.0,10.0,0.14,0.1,0.1,0.4,2.9,1.9,4.1,4.6,25.0,10.0,2.3,2.6,1.5,2.5,0.54,3.1,0.0209827610486249
40.4,10.6,11.8,10.4,15.2,30.4,0.0,0.51,14.0,22.0,0.175,0.03,2.0,7.0,0.105,0.01,0.1,0.37,1.8,2.3,3.3,2.8,21.0,17.0,3.8,1.6,3.5,1.1,1.75,1.4,0.0206483891354318
45.2,5.8,10.6,8.0,22.4,10.0,0.0,0.51,14.0,31.0,0.175,0.1,2.0,31.0,0.105,0.04,0.1,0.35,2.4,4.1,4.7,4.4,1.0,16.0,3.9,2.5,1.8,3.4,0.55,3.6,0.0251507160817384
42.8,8.2,11.8,8.0,3.2,8.8,0.0,0.51,14.0,32.0,0.175,0.07,2.0,31.0,0.14,0.1,0.1,0.24,0.4,1.6,1.8,1.3,12.0,3.0,4.7,0.2,2.3,4.3,0.29,1.2,0.0240653824753435
41.6,3.4,10.6,24.8,22.4,24.4,0.0,0.5,14.0,20.0,0.14,0.03,2.0,16.0,0.07,0.06,0.1,0.39,2.4,1.8,3.5,4.5,26.0,4.0,4.8,4.2,4.4,0.6,0.81,3.3,0.0510817913347277
51.2,13.0,9.4,18.8,22.4,16.0,0.0,0.51,14.0,27.0,0.105,0.06,2.0,27.0,0.175,0.05,0.1,0.23,1.1,2.5,4.8,4.7,4.0,28.0,2.5,3.8,1.0,3.9,1.05,2.9,0.0120233963183489
36.8,2.2,13.0,21.2,5.6,5.2,0.0,0.51,14.0,32.0,0.07,0.02,2.0,28.0,0.035,0.01,0.1,0.42,0.6,0.8,2.2,3.5,11.0,16.0,4.5,3.2,2.9,4.3,0.24,1.7,0.0911139919966463
47.6,3.4,10.6,5.6,4.4,24.4,0.0,0.5,14.0,27.0,0.175,0.09,2.0,15.0,0.105,0.03,0.1,0.34,0.4,2.5,2.9,2.6,23.0,24.0,2.0,2.1,3.2,1.5,0.2,1.1,0.050388657171731
45.2,4.6,10.6,9.2,21.2,13.6,0.0,0.51,14.0,25.0,0.035,0.01,2.0,18.0,0.105,0.07,0.1,0.29,1.1,0.2,4.8,4.2,7.0,6.0,3.2,3.7,4.7,1.0,0.1,3.4,0.0382156772996382
